ticker,fetched_at,price,sector,industry,name,pe,pb,eps,roe,margin,debt_eq,market_cap,peg,mom_12_2,error,currency,avg_volume,country,target_low_price,target_mean_price,target_high_price,recommendation_key,num_analyst_opinions,free_cashflow,total_cash,total_debt,quick_ratio,operating_margin,financial_currency,buyback_avg_3y,div_avg_3y,sector_median_pe,industry_median_pe,industry_count,peer_median_pe,roe_pct,margin_pct,debt_pct,quality_multiplier,fair_pe,fair_value,valuation_gap,sector_momentum,sector_median_pb,analyst_gap,explication,passes_filter
6573.TW,2026-09-03,17.0,Technology,Semiconductors,HY Electronic (Cayman) Limited,12.977099,2.3776224,1.31,0.20243,0.15345,79.718,1368488064.0,,0.7487437137765494,,TWD,913334.0,Cayman Islands,,,,none,,,,,,,,,,24.234068,27.4522255,72,27.4522255,0.6542553191489362,0.6542553191489362,0.8191489361702128,1.035904255319149,28.437877213430856,37.25361914959442,1.1913893617408484,0.18160768933520066,3.1429535,,P/E de 13.0 nettement sous la mediane de l'industrie (27.5) ; momentum (+75%) superieur au secteur (+18%),False
GDDY,2026-09-02,100.62000274658205,Technology,Software - Infrastructure,GoDaddy Inc.,14.950966,1898.4906,6.73,4.42861,0.17834999,57334.33,12743291904.0,0.68,-0.2846598264737924,,USD,2213479.0,United States,76.0,104.53333,170.0,buy,15.0,,,,,,,,,24.234068,27.76909,50,27.76909,0.99822695035461,0.7216312056737588,1.0,1.1795212765957448,32.75423248670213,220.43598463550535,1.190776968975916,0.18160768933520066,3.1429535,0.03889214019675524,P/E de 15.0 nettement sous la mediane de l'industrie (27.8) ; ROE (443%) dans le haut du secteur ; PEG bas (0.68) : croissance qui justifie plus que le P/E actuel,False
1093.HK,2026-09-03,9.539999961853027,Healthcare,Drug Manufacturers - General,CSPC Pharmaceutical Group Limited,12.552631,2.4802406,0.76,0.20896,0.23712999,1.655,108808003584.0,1.12,0.0236967095047071,,HKD,100522113.0,China,8.0,12.43632,19.36,buy,22.0,,,,,,,,,23.3923085,21.3160925,22,21.3160925,0.7016129032258065,0.8185483870967742,0.06451612903225806,1.2893145161290323,27.483147487399194,20.887192090423387,1.1894331419228128,0.10175650651128215,2.97182475,0.3035974894893394,P/E de 12.6 nettement sous la mediane de l'industrie (21.3) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
5714.T,2026-09-03,9382.0,Basic Materials,Other Industrial Metals & Mining,"Dowa Holdings Co., Ltd.",8.937878,1.2050527,1049.69,0.18461001,0.094799995,24.034,554929094656.0,0.3,0.9277159612636108,,JPY,525049.0,Japan,7710.0,10244.286,12700.0,hold,7.0,,,,,,,,,18.017094999999998,17.520462000000002,24,17.520462000000002,0.6923076923076923,0.458041958041958,0.3776223776223776,1.1162587412587415,19.557368858391616,20529.174516965097,1.1881448003586756,0.26868299339449564,2.0752654,0.0919085482839479,P/E de 8.9 nettement sous la mediane de l'industrie (17.5) ; momentum (+93%) superieur au secteur (+27%) ; PEG bas (0.30) : croissance qui justifie plus que le P/E actuel,False
2527.TW,2026-09-03,43.70000076293945,Real Estate,Real Estate Services,Hung Ching Development & Construction Co. Ltd,7.707231,0.3105811,5.67,0.059169997,0.28377,27.999,11438837760.0,,0.7439568558964591,,TWD,1293865.0,Taiwan,,,,none,,,,,,,,,,16.63,16.7466255,30,16.7466255,0.292817679558011,0.5359116022099447,0.09392265193370165,1.0069060773480663,16.862278991022098,95.6091218790953,1.1878517210502721,0.0397132859102749,1.1469057,,P/E de 7.7 nettement sous la mediane de l'industrie (16.7) ; dette plus faible que la mediane du secteur ; momentum (+74%) superieur au secteur (+4%),False
1969.T,2026-09-03,4276.0,Industrials,Building Products & Equipment,"Takasago Thermal Engineering Co., Ltd.",14.959418,2.7041366,285.84,0.18063,0.08422,19.125,559569436672.0,3.74,0.0667998212823426,,JPY,630207.0,Japan,4900.0,5808.3335,6900.0,strong_buy,6.0,,,,,,,,,21.574627999999997,27.9597585,32,27.9597585,0.6720116618075802,0.5058309037900874,0.17201166180758018,1.169460641399417,32.6978371087828,9346.349759174474,1.1857693543438903,0.12008745507775205,2.37543655,0.3583567586529466,"P/E de 15.0 nettement sous la mediane de l'industrie (28.0) ; dette plus faible que la mediane du secteur ; cible analystes (6 analystes, moyenne 5808.33) +36% au-dessus du prix actuel",False
FSLR,2026-09-02,199.0050048828125,Technology,Solar,"First Solar, Inc.",12.276682,2.0722997,16.21,0.18509,0.32465,1.88,21387026432.0,0.57,-0.0844783248806758,,USD,2193971.0,United States,150.0,275.30466,402.0,buy,30.0,,,,,,,,,24.234068,21.224806,7,21.224806,0.624113475177305,0.9202127659574468,0.11347517730496454,1.263741134751773,26.822660419326244,434.7953253972784,1.184846183407875,0.18160768933520066,3.1429535,0.38340570963086007,P/E de 12.3 nettement sous la mediane de l'industrie (21.2) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
TY,2026-09-02,35.63990020751953,Financial Services,Asset Management,Tri-Continental Corporation,7.2586355,0.9805189,4.91,0.13091,3.72652,,1897232512.0,,0.0890374840883319,,USD,33577.0,United States,,,,none,,,,,,,,,,13.980483,14.231216499999999,124,14.231216499999999,0.5066666666666667,0.975,0.5391666666666667,1.1122916666666667,15.829263519479165,77.7216838806427,1.1807492004212876,0.1924712877471899,1.5007997,,P/E de 7.3 nettement sous la mediane de l'industrie (14.2) ; marge superieure a la mediane du secteur,False
4137.TW,2026-09-03,80.5999984741211,Consumer Defensive,Household & Personal Products,Chlitina Holding Limited,10.689655,1.3486154,7.54,0.11919,0.13821,33.943,6648883200.0,,-0.1098258902396855,,TWD,242715.0,Taiwan,112.0,112.0,112.0,none,1.0,,,,,,,,,19.023937,21.09756,33,21.09756,0.4372093023255814,0.8651162790697674,0.3209302325581395,1.1046511627906976,23.30544418604651,175.7230491627907,1.18018675545275,0.0287881697864988,2.0474098,0.3895781900785118,P/E de 10.7 nettement sous la mediane de l'industrie (21.1) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
PAM,2026-09-02,85.80500030517578,Industrials,Conglomerates,Pampa Energía S.A.,7.8004546,1.1275296,11.0,0.15264,0.23583001,65.025,4599471104.0,,0.3706293342083129,,USD,173207.0,Argentina,100.0,121.09091,160.0,buy,11.0,,,,,,,,,21.574627999999997,15.012334,53,15.012334,0.5685131195335277,0.9300291545189504,0.5466472303206997,1.1301020408163267,16.96546929081633,186.62016219897964,1.1749334133820013,0.12008745507775205,2.37543655,0.41123372261902724,P/E de 7.8 nettement sous la mediane de l'industrie (15.0) ; marge superieure a la mediane du secteur ; momentum (+37%) superieur au secteur (+12%),False
2605.TW,2026-09-03,35.900001525878906,Industrials,Marine Shipping,Sincere Navigation Corporation,7.326531,1.0870552,4.9,0.16547,0.56453997,29.55,21014183936.0,1.38,0.5832546059068335,,TWD,9541955.0,Taiwan,36.0,38.5,41.0,hold,2.0,,,,,,,,,21.574627999999997,12.898088,25,12.898088,0.6137026239067055,0.9897959183673469,0.2755102040816326,1.2354227405247813,15.934591224489795,78.079497,1.1749162585331798,0.12008745507775205,2.37543655,0.07242335274684764,P/E de 7.3 nettement sous la mediane de l'industrie (12.9) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
6115.TW,2026-09-03,44.0,Industrials,Electrical Equipment & Parts,"I-Sheng Electric Wire & Cable Co., Ltd.",12.903226,1.6117216,3.41,0.13101,0.08073,29.525,8257127936.0,,-0.0294854398889384,,TWD,243073.0,Taiwan,,,,none,,,,,,,,,,21.574627999999997,26.86747,49,26.86747,0.4839650145772595,0.48250728862973763,0.27405247813411077,1.0440962099125364,28.052223596938774,95.65808246556122,1.174047328762755,0.12008745507775205,2.37543655,,P/E de 12.9 nettement sous la mediane de l'industrie (26.9) ; dette plus faible que la mediane du secteur,False
RNR,2026-09-02,332.4100036621094,Financial Services,Insurance - Reinsurance,RenaissanceRe Holdings Ltd.,5.763003,1.255486,57.68,0.21475,0.23584999,12.211,13812264960.0,3.62,0.293858278268684,,USD,325146.0,Bermuda,304.0,346.4,438.0,none,15.0,,,,,,,,,13.980483,10.216393,10,10.216393,0.81,0.39,0.10833333333333334,1.2254166666666666,12.519338255416667,722.1154305724333,1.172363715342498,0.1924712877471899,1.5007997,0.042086568345612196,P/E de 5.8 nettement sous la mediane de l'industrie (10.2) ; ROE (21%) dans le haut du secteur ; dette plus faible que la mediane du secteur,False
2496.TW,2026-09-03,55.09999847412109,Consumer Defensive,Education & Training Services,Success Prime Corporation,9.168053,1.3234059,6.01,0.13793,0.13685,16.461,1105053568.0,,-0.0831108793032621,,TWD,25687.0,Taiwan,,,,none,,,,,,,,,,19.023937,16.760109,14,16.760109,0.5395348837209303,0.8604651162790697,0.19069767441860466,1.1872093023255814,19.8977573127907,119.58552144987209,1.1703362025688264,0.0287881697864988,2.0474098,,P/E de 9.2 nettement sous la mediane de l'industrie (16.8) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
TEN,2026-09-02,43.06999969482422,Energy,Oil & Gas Midstream,Tsakos Energy Navigation Limited,7.026101,0.66271734,6.13,0.11649,0.24811001,109.664,1297595904.0,,0.9578187336918618,,USD,238420.0,Greece,42.0,46.0,50.0,none,2.0,,,,,,,,,15.8420275,16.59792,33,16.59792,0.36666666666666664,0.7533333333333333,0.8133333333333334,0.9183333333333333,15.2424232,93.43605421599999,1.1693999275144717,0.44640223635905524,2.0878667,0.0680287979089047,P/E de 7.0 nettement sous la mediane de l'industrie (16.6) ; marge superieure a la mediane du secteur ; momentum (+96%) superieur au secteur (+45%),False
THC,2026-09-02,261.2300109863281,Healthcare,Medical Care Facilities,Tenet Healthcare Corporation,10.097796,4.5150194,25.87,0.37337002,0.102740005,152.276,21033979904.0,1.84,0.3096434813577706,,USD,1209101.0,United States,260.0,285.09525,315.0,strong_buy,21.0,,,,,,,,,23.3923085,20.0920575,28,20.0920575,0.8991935483870968,0.4717741935483871,0.9112903225806451,1.089717741935484,21.894671529737906,566.4151524743196,1.1682621775947628,0.10175650651128215,2.97182475,0.09135718719133279,P/E de 10.1 nettement sous la mediane de l'industrie (20.1) ; ROE (37%) dans le haut du secteur ; momentum (+31%) superieur au secteur (+10%),False
COGN3.SA,2026-09-03,2.400000095367432,Consumer Defensive,Education & Training Services,Cogna Educação S.A.,6.6666665,0.34975228,0.36,0.04926,0.08963,49.599,4804647424.0,,-0.2112901880757797,,BRL,25379398.0,Brazil,2.5,3.69231,4.5,buy,13.0,508353632.0,1431485056.0,6816978944.0,1.659,0.17608,BRL,-56455666.66666666,-120297000.0,19.023937,16.760109,14,16.760109,0.10697674418604651,0.6790697674418604,0.4511627906976744,0.8604651162790697,14.421489139534883,5.191736090232557,1.1632232849714614,0.0287881697864988,2.0474098,0.538462438866995,"P/E de 6.7 nettement sous la mediane de l'industrie (16.8) ; cible analystes (13 analystes, moyenne 3.69) +54% au-dessus du prix actuel",False
2331.HK,2026-09-03,13.229999542236328,Consumer Cyclical,Leisure,Li Ning Company Limited,9.720589,1.0212862,1.36,0.10799,0.100430004,6.906,33716545536.0,1.52,-0.2155797692283649,,HKD,24314302.0,China,12.008843,18.940126,40.015476,buy,29.0,,,,,,,,,16.624776,19.272102,32,19.272102,0.3912133891213389,0.6799163179916318,0.09832635983263599,1.0910041841004183,21.02594391841004,28.595283729037657,1.1613971820443512,0.0049086485502458,1.82180005,0.4316044335099396,"P/E de 9.7 nettement sous la mediane de l'industrie (19.3) ; dette plus faible que la mediane du secteur ; cible analystes (29 analystes, moyenne 18.94) +43% au-dessus du prix actuel",False
MULT3.SA,2026-09-02,27.920000076293945,Real Estate,Real Estate Services,Multiplan Empreendimentos Imobiliários S.A.,10.125,2.0606194,2.8,0.21899,0.43416,75.295,13921171456.0,0.88,0.0501922866996222,,BRL,3407895.0,Brazil,28.0,37.38462,46.0,buy,13.0,,,,,,,,,16.63,16.7466255,30,16.7466255,0.9116022099447514,0.712707182320442,0.4088397790055249,1.2817679558011053,21.465287933701664,60.102806214364655,1.152679299789694,0.0397132859102749,1.1469057,0.33899068402016885,P/E de 10.1 nettement sous la mediane de l'industrie (16.7) ; ROE (22%) dans le haut du secteur ; momentum (+5%) superieur au secteur (+4%),False
1398.HK,2026-09-03,7.75,Financial Services,Banks - Diversified,Industrial and Commercial Bank of China Limited,6.5677967,0.59759533,1.18,0.089099996,0.5482,,2762148413440.0,1.12,0.3905933854091346,,HKD,183323513.0,China,6.984465,8.3944025,9.242223,strong_buy,16.0,,,,,,,,,13.980483,14.949515,29,14.949515,0.215,0.89,0.5391666666666667,0.9452083333333333,14.130406157291667,16.673879265604167,1.1514682923360215,0.1924712877471899,1.5007997,0.08314870967741927,P/E de 6.6 nettement sous la mediane de l'industrie (14.9) ; marge superieure a la mediane du secteur ; momentum (+39%) superieur au secteur (+19%),False
2201.T,2026-09-03,2563.5,Consumer Defensive,Confectioners,"Morinaga&Co., Ltd.",12.140658,1.490511,211.15,0.12764,0.07156,28.033,215255089152.0,,-0.019656391149705,,JPY,309830.0,Japan,2450.0,2837.5,3100.0,buy,4.0,,,,,,,,,19.023937,24.401266,7,24.401266,0.5023255813953489,0.5488372093023256,0.27906976744186046,1.0686046511627907,26.075306341860465,5505.800934083837,1.1477670895587426,0.0287881697864988,2.0474098,0.1068851180027306,"P/E de 12.1 nettement sous la mediane de l'industrie (24.4) ; dette plus faible que la mediane du secteur ; cible analystes (4 analystes, moyenne 2837.50) +11% au-dessus du prix actuel",False
PBF,2026-09-02,76.56999969482422,Energy,Oil & Gas Refining & Marketing,PBF Energy Inc.,6.71078,1.4163891,11.41,0.23228,0.03937,38.424,9076366336.0,,1.4822489766858735,,USD,2935004.0,United States,38.0,67.61538,84.0,hold,13.0,,,,,,,,,15.8420275,13.576387,15,13.576387,0.7533333333333333,0.11333333333333333,0.38,1.06,14.390970220000002,164.2009702102,1.14445567277832,0.44640223635905524,2.0878667,-0.11694684250376863,P/E de 6.7 nettement sous la mediane de l'industrie (13.6) ; ROE (23%) dans le haut du secteur ; momentum (+148%) superieur au secteur (+45%),False
2423.TW,2026-09-03,74.4000015258789,Technology,Scientific & Technical Instruments,"Good Will Instrument Co., Ltd.",17.672209,3.6091976,4.21,0.21735,0.18654,1.05,10791519232.0,0.66,0.3536906228885821,,TWD,198338.0,Taiwan,,,,none,,,,,,,,,,24.234068,30.044973,25,30.044973,0.6914893617021277,0.7393617021276596,0.07801418439716312,1.261081560283688,37.88916142952128,159.5133696182846,1.1439968595000676,0.18160768933520066,3.1429535,,P/E de 17.7 nettement sous la mediane de l'industrie (30.0) ; dette plus faible que la mediane du secteur ; momentum (+35%) superieur au secteur (+18%),False
6862.HK,2026-09-03,11.5,Consumer Cyclical,Restaurants,Haidilao International Holding Ltd.,13.21839,5.4701233,0.87,0.41901,0.09047,60.455,62278000640.0,0.94,-0.1009944263661559,,HKD,14122819.0,China,11.906028,15.603185,19.78076,buy,27.0,,,,,,,,,16.624776,22.83152,27,22.83152,0.897489539748954,0.6380753138075314,0.4874476987447699,1.2364016736401675,28.228929539748957,24.559168699581594,1.1355798869201386,0.0049086485502458,1.82180005,0.3567986956521738,P/E de 13.2 nettement sous la mediane de l'industrie (22.8) ; ROE (42%) dans le haut du secteur ; PEG bas (0.94) : croissance qui justifie plus que le P/E actuel,False
8111.T,2026-09-03,2096.0,Consumer Cyclical,Apparel Manufacturing,Goldwin Inc.,11.930104,2.267836,175.69,0.19466999,0.16871999,0.764,286751916032.0,,-0.1359050184102223,,JPY,516274.0,Japan,2300.0,2791.6667,3100.0,buy,6.0,,,,,,,,,16.624776,19.659576,23,19.659576,0.6631799163179917,0.8661087866108786,0.02301255230125523,1.2923640167364017,25.407328606694563,4463.813562910168,1.1296820433731716,0.0049086485502458,1.82180005,0.3319020515267177,P/E de 11.9 nettement sous la mediane de l'industrie (19.7) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
PUK,2026-09-02,27.280000686645508,Financial Services,Insurance - Life,Prudential plc,9.605635,6.929134,2.84,0.18744,0.25494,28.701,33808044032.0,2.76,-0.0128204676747856,,USD,1205571.0,Hong Kong,34.0,37.90333,41.08,strong_buy,3.0,,,,,,,,,13.980483,17.342106,27,17.342106,0.75,0.425,0.21166666666666667,1.1783333333333332,20.43478157,58.03477965879999,1.1273745673771187,0.1924712877471899,1.5007997,0.38941822015990524,P/E de 9.6 nettement sous la mediane de l'industrie (17.3) ; ROE (19%) dans le haut du secteur ; dette plus faible que la mediane du secteur,False
2441.TW,2026-09-03,115.5,Technology,Semiconductor Equipment & Materials,Greatek Electronics Inc.,21.50838,2.3904135,5.37,0.12443,0.16572,0.08,65309937664.0,1.23,0.8783265357574987,,TWD,7921090.0,Taiwan,,,,none,,,,,,,,,,24.234068,40.718918,39,40.718918,0.3971631205673759,0.6914893617021277,0.0035460992907801418,1.1205673758865249,45.62829109219859,245.02392316510642,1.1214192481827396,0.18160768933520066,3.1429535,,P/E de 21.5 nettement sous la mediane de l'industrie (40.7) ; dette plus faible que la mediane du secteur ; momentum (+88%) superieur au secteur (+18%),False
BAH,2026-09-03,74.73500061035156,Industrials,Consulting Services,Booz Allen Hamilton Holding Corporation,12.093042,7.478735,6.18,0.68637,0.07013,346.09,8989497344.0,1.09,-0.2206882052386405,,USD,2171774.0,United States,68.0,85.15385,140.0,hold,13.0,860875008.0,540000000.0,4160000000.0,1.501,0.09964,USD,-604666666.6666666,-266000000.0,21.574627999999997,23.320784,13,23.320784,0.9766763848396501,0.41253644314868804,0.9664723032069971,1.0998542274052479,25.649462868804665,158.51368052921282,1.1210099583147266,0.12008745507775205,2.37543655,0.13941057475826568,"P/E de 12.1 nettement sous la mediane de l'industrie (23.3) ; ROE (69%) dans le haut du secteur ; cible analystes (13 analystes, moyenne 85.15) +14% au-dessus du prix actuel",False
DXS.AX,2026-09-03,5.769999980926514,Real Estate,REIT - Office,DEXUS,10.490909,0.6198969,0.55,0.048499998,0.46096,46.878,6188844032.0,2.52,-0.146290532845682,,AUD,3797481.0,Australia,5.6,6.52658,8.3,hold,11.0,,,,,,,,,16.63,22.3803795,10,22.3803795,0.20994475138121546,0.7348066298342542,0.18232044198895028,0.9930939226519337,22.225818868093924,12.224200377451659,1.1185789285719836,0.0397132859102749,1.1469057,0.13112305399903978,"P/E de 10.5 nettement sous la mediane de l'industrie (22.4) ; dette plus faible que la mediane du secteur ; cible analystes (11 analystes, moyenne 6.53) +13% au-dessus du prix actuel",False
GPRE,2026-09-02,15.039999961853027,Basic Materials,Chemicals,Green Plains Inc.,9.005988,1.2119259,1.67,0.15468,0.06776,63.073,1054233728.0,1.16,0.6439135235466964,,USD,1457203.0,United States,10.0,17.85714,20.0,none,7.0,,,,,,,,,18.017094999999998,19.900063,23,19.900063,0.6083916083916084,0.34965034965034963,0.7377622377622378,0.9571678321678322,19.047700161713287,31.80965927006119,1.1150039461929646,0.26868299339449564,2.0752654,0.18730984343698642,"P/E de 9.0 nettement sous la mediane de l'industrie (19.9) ; momentum (+64%) superieur au secteur (+27%) ; cible analystes (7 analystes, moyenne 17.86) +19% au-dessus du prix actuel",False
RGN.AX,2026-09-03,2.275000095367432,Real Estate,REIT - Retail,Region Group,9.891305,0.88659394,0.23,0.092489995,0.68728995,56.546,2614402048.0,,-0.0064078965861601,,AUD,3202830.0,Australia,2.24,2.50759,2.68,buy,12.0,,,,,,,,,16.63,18.130150999999998,28,18.130150999999998,0.5138121546961326,0.8453038674033149,0.2596685082872928,1.1533149171270718,20.909773598066295,4.809247927555248,1.1139550443748498,0.0397132859102749,1.1469057,0.10223731643184952,P/E de 9.9 nettement sous la mediane de l'industrie (18.1) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
6670.TW,2026-09-03,274.5,Consumer Cyclical,Leisure,"FuSheng Precision Co., Ltd.",11.314921,2.4638944,24.26,0.2181,0.10908,16.052,38261723136.0,,0.1665676963848079,,TWD,535253.0,Taiwan,310.0,328.33334,340.0,buy,3.0,,,,,,,,,16.624776,19.272102,32,19.272102,0.7071129707112971,0.7175732217573222,0.16736401673640167,1.2411087866108788,23.91877512866109,580.269484621318,1.1139143337752935,0.0049086485502458,1.82180005,0.19611417122040087,P/E de 11.3 nettement sous la mediane de l'industrie (19.3) ; dette plus faible que la mediane du secteur ; momentum (+17%) superieur au secteur (+0%),False
8016.TW,2026-09-03,295.0,Technology,Semiconductors,Sitronix Technology Corporation,14.906518,2.6257465,19.79,0.17964001,0.10892,2.148,34694950912.0,,0.3868895074027616,,TWD,1832288.0,Taiwan,,,,none,,,,,,,,,,24.234068,27.4522255,72,27.4522255,0.6046099290780141,0.5053191489361702,0.12588652482269502,1.1471631205673758,31.492180671099288,623.2302554810549,1.1126449338340842,0.18160768933520066,3.1429535,,P/E de 14.9 nettement sous la mediane de l'industrie (27.5) ; dette plus faible que la mediane du secteur ; momentum (+39%) superieur au secteur (+18%),False
AVAH,2026-09-03,13.108099937438965,Healthcare,Medical Care Facilities,Aveanna Healthcare Holdings Inc.,10.656992,9.930378,1.23,1.98567,0.10556,522.657,2861376256.0,,0.5129650788544597,,USD,2666296.0,United States,8.0,13.9,16.0,buy,10.0,103812624.0,109229000.0,1505289984.0,1.095,0.12583,USD,0.0,0.0,23.3923085,20.0920575,28,20.0920575,0.9959677419354839,0.47580645161290325,0.9879032258064516,1.1199596774193548,22.502294236391126,27.677821910761086,1.1115052557471365,0.10175650651128215,2.97182475,0.0604130321206382,P/E de 10.7 nettement sous la mediane de l'industrie (20.1) ; ROE (199%) dans le haut du secteur ; momentum (+51%) superieur au secteur (+10%),False
SLM,2026-09-02,26.46999931335449,Financial Services,Credit Services,SLM Corporation,7.373259,2.2373424,3.59,0.30333,0.43625,236.158,4976359936.0,0.51,-0.0456908140507974,,USD,2726923.0,United States,23.0,28.54545,35.0,none,11.0,,,,,,,,,13.980483,13.153262000000002,34,13.153262000000002,0.92,0.825,0.9366666666666666,1.1820833333333334,15.548251789166669,55.818223923108334,1.108735374804005,0.1924712877471899,1.5007997,0.07840765925514837,P/E de 7.4 nettement sous la mediane de l'industrie (13.2) ; ROE (30%) dans le haut du secteur ; marge superieure a la mediane du secteur,False
0883.HK,2026-09-03,25.15999984741211,Energy,Oil & Gas E&P,CNOOC Limited,8.414716,1.1986685,2.99,0.1681,0.31935,7.93,1195853611008.0,0.16,0.3580028833980606,,HKD,76750780.0,Hong Kong,17.509335,31.563166,42.40165,buy,15.0,,,,,,,,,15.8420275,14.332589,47,14.332589,0.58,0.8666666666666667,0.08666666666666667,1.235,17.700747415000002,52.92523477085001,1.1035467047625502,0.44640223635905524,2.0878667,0.2544978613442441,P/E de 8.4 nettement sous la mediane de l'industrie (14.3) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
CIP.AX,2026-09-03,2.934999942779541,Real Estate,REIT - Industrial,Centuria Industrial REIT,11.288462,0.7311908,0.26,0.06424,0.62514,55.582,1832579072.0,103.6,-0.1286538415841105,,AUD,1328502.0,Australia,3.02,3.38994,3.79,none,11.0,,,,,,,,,16.63,22.786874,16,22.786874,0.30939226519337015,0.7900552486187845,0.2430939226519337,1.0414364640883977,23.731081486187843,6.170081186408839,1.1022423532197996,0.0397132859102749,1.1469057,0.1550051332504001,P/E de 11.3 nettement sous la mediane de l'industrie (22.8) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
8481.TW,2026-09-03,40.75,Industrials,Specialty Business Services,"Transart Graphics Co., Ltd.",12.056212,1.5999843,3.38,0.14029999,0.19071,0.594,2714031616.0,,0.0054782263230499,,TWD,22592.0,Taiwan,,,,none,,,,,,,,,,21.574627999999997,20.711389,30,20.711389,0.5087463556851312,0.8790087463556852,0.01749271137026239,1.2197521865889214,25.262762020043734,85.38813562774781,1.0954143712330753,0.12008745507775205,2.37543655,,P/E de 12.1 nettement sous la mediane de l'industrie (20.7) ; marge superieure a la mediane du secteur ; dette plus faible que la mediane du secteur,False
SPK.AX,2026-09-03,1.784999966621399,Communication Services,Telecom Services,Spark New Zealand Limited,8.5,2.4757917,0.21,0.30692,0.12636,119.551,3373882112.0,13.14,-0.1141382428195377,,AUD,1737255.0,New Zealand,2.6,2.8,3.0,buy,2.0,,,,,,,,,19.260586,16.064565,30,16.064565,0.8118811881188119,0.5742574257425742,0.7722772277227723,1.1064356435643563,17.774407314356434,3.7326255360148513,1.0911067819681066,0.0100046117589944,2.833409,0.5686274803129361,P/E de 8.5 nettement sous la mediane de l'industrie (16.1) ; ROE (31%) dans le haut du secteur,False
SON,2026-09-02,54.900001525878906,Consumer Cyclical,Packaging & Containers,Sonoco Products Company,8.485317,1.5157372,6.47,0.18855,0.08412,132.433,5427891200.0,0.21,0.3351678924510111,,USD,1139606.0,United States,56.0,63.88889,70.0,buy,9.0,,,,,,,,,16.624776,17.115385,21,17.115385,0.6485355648535565,0.604602510460251,0.7573221757322176,1.0360878661087867,17.733042722280334,114.73278641315376,1.0898503319543758,0.0049086485502458,1.82180005,0.16373202594327596,P/E de 8.5 nettement sous la mediane de l'industrie (17.1) ; momentum (+34%) superieur au secteur (+0%) ; PEG bas (0.21) : croissance qui justifie plus que le P/E actuel,False
HG,2026-09-02,35.70000076293945,Financial Services,Insurance - Reinsurance,"Hamilton Insurance Group, Ltd.",6.241259,1.3017795,5.72,0.31079,0.19579001,5.122,3520533504.0,,0.5170932130980839,,USD,446366.0,Bermuda,32.0,38.57143,42.0,buy,7.0,,,,,,,,,13.980483,10.216393,10,10.216393,0.925,0.31833333333333336,0.065,1.2758333333333332,13.034414735833332,74.55685228896665,1.0884271903535896,0.1924712877471899,1.5007997,0.08043218979539657,P/E de 6.2 nettement sous la mediane de l'industrie (10.2) ; ROE (31%) dans le haut du secteur ; dette plus faible que la mediane du secteur,False
6177.TW,2026-09-03,48.79999923706055,Real Estate,Real Estate - Development,"Da-Li Development Co.,Ltd.",5.458613,1.9194462,8.94,0.39964,0.25557,203.894,23027646464.0,,0.0216140317199746,,TWD,1847771.0,Taiwan,50.0,61.66667,69.0,none,3.0,,,,,,,,,16.63,9.917377,34,9.917377,0.9723756906077348,0.49171270718232046,0.8397790055248618,1.1491712707182322,11.39676472928177,101.88707667977901,1.0878499646041417,0.0397132859102749,1.1469057,0.26366129024789053,"P/E de 5.5 nettement sous la mediane de l'industrie (9.9) ; ROE (40%) dans le haut du secteur ; cible analystes (3 analystes, moyenne 61.67) +26% au-dessus du prix actuel",False
RI.PA,2026-09-02,62.20000076293945,Consumer Defensive,Beverages - Wineries & Distilleries,Pernod Ricard SA,11.107143,1.0115795,5.6,0.07557,0.12792,76.651,15663145984.0,2.05,-0.1750574566500272,,EUR,690598.0,France,58.0,81.71053,122.0,buy,19.0,,,,,,,,,19.023937,24.791304,5,24.791304,0.24186046511627907,0.827906976744186,0.5767441860465117,0.9337209302325581,23.14815943255814,129.62969282232558,1.0840786371752373,0.0287881697864988,2.0474098,0.31367409964222204,"P/E de 11.1 nettement sous la mediane de l'industrie (24.8) ; marge superieure a la mediane du secteur ; cible analystes (19 analystes, moyenne 81.71) +31% au-dessus du prix actuel",False
HYPE3.SA,2026-09-02,21.700000762939453,Healthcare,Drug Manufacturers - Specialty & Generic,Hypera S.A.,8.207547,1.0610273,2.65,0.13163,0.19823,53.285,15311911936.0,0.76,-0.0847797817165335,,BRL,2863534.0,Brazil,24.0,29.2,33.0,strong_buy,15.0,,,,,,,,,23.3923085,16.557863,39,16.557863,0.47580645161290325,0.7379032258064516,0.5685483870967742,1.030241935483871,17.058604824596777,45.20530278518146,1.08319360349451,0.10175650651128215,2.97182475,0.3456220725056143,"P/E de 8.2 nettement sous la mediane de l'industrie (16.6) ; PEG bas (0.76) : croissance qui justifie plus que le P/E actuel ; cible analystes (15 analystes, moyenne 29.20) +35% au-dessus du prix actuel",False
