ticker,name,sector,industry,pilier_bilan,pilier_rendement_capital,pilier_cash,pilier_marges,pilier_discipline,note_qualite_20,note_qualite_n_piliers,note_qualite_low_confidence,pilier_valorisation,pilier_momentum,note_perspective_20,note_perspective_n_piliers,note_perspective_low_confidence
GALD.SW,Galderma Group AG,Healthcare,Drug Manufacturers - Specialty & Generic,10.2,12.8,,15.8,,12.9,3,False,0.0,11.3,5.6,2,False
GALE.SW,Galenica AG,Healthcare,Medical Distribution,5.1,13.2,,10.7,,9.7,3,False,0.5,6.7,3.6,2,False
GF.SW,Georg Fischer AG,Industrials,Specialty Industrial Machinery,0.0,0.4,,1.4,,0.6,3,False,,5.2,5.2,1,True
HBAN.SW,Helvetia Baloise Holding AG,Financial Services,Insurance - Diversified,5.8,3.1,,3.0,,4.0,3,False,0.8,8.6,4.7,2,False
PSPN.SW,PSP Swiss Property AG,Real Estate,Real Estate Services,14.8,11.5,,18.9,,15.1,3,False,14.1,12.7,13.4,2,False
RO.SW,Roche Holding AG,Healthcare,Drug Manufacturers - General,4.3,18.9,,17.2,,13.5,3,False,9.9,13.4,11.6,2,False
SCHN.SW,Schindler Holding AG,Industrials,Specialty Industrial Machinery,16.6,16.2,,12.7,,15.2,3,False,11.1,4.8,8.0,2,False
SGSN.SW,SGS SA,Industrials,Consulting Services,0.6,19.7,,12.5,,10.9,3,False,7.4,11.4,9.4,2,False
SIGN.SW,SIG Group AG,Consumer Cyclical,Packaging & Containers,8.5,2.6,,2.4,,4.5,3,False,,19.2,19.2,1,True
SOON.SW,Sonova Holding AG,Healthcare,Medical Devices,6.8,16.6,,15.0,,12.8,3,False,10.0,8.9,9.4,2,False
STMN.SW,Straumann Holding AG,Healthcare,Medical Instruments & Supplies,12.0,15.8,,15.6,,14.5,3,False,6.4,9.3,7.8,2,False
SUNN.SW,Sunrise Communications AG,Communication Services,Telecom Services,3.9,3.6,,3.4,,3.6,3,False,,8.8,8.8,1,True
SQN.SW,Swissquote Group Holding SA,Financial Services,Capital Markets,13.8,18.3,,17.4,,16.5,3,False,10.0,0.8,5.4,2,False
UHR.SW,The Swatch Group AG,Consumer Cyclical,Luxury Goods,19.1,3.0,,3.2,,8.4,3,False,0.0,16.9,8.4,2,False
SPSN.SW,Swiss Prime Site AG,Real Estate,Real Estate - Diversified,10.6,9.0,,17.8,,12.5,3,False,0.0,14.4,7.2,2,False
VACN.SW,VAT Group AG,Industrials,Specialty Industrial Machinery,9.9,17.8,,18.2,,15.3,3,False,0.0,18.8,9.4,2,False
GFC.PA,Gecina,Real Estate,REIT - Office,13.3,4.3,,10.0,,9.2,3,False,5.8,3.9,4.8,2,False
GET.PA,Getlink SE,Industrials,Railroads,1.6,11.3,,17.8,,10.2,3,False,0.0,13.1,6.6,2,False
LI.PA,Klépierre SA,Real Estate,REIT - Retail,13.4,16.5,,18.2,,16.0,3,False,20.0,15.9,18.0,2,False
RCO.PA,Rémy Cointreau SA,Consumer Defensive,Beverages - Wineries & Distilleries,12.5,4.0,,13.4,,10.0,3,False,9.6,9.6,9.6,2,False
RXL.PA,Rexel S.A.,Technology,Electronics & Computer Distribution,3.1,11.2,,7.0,,7.1,3,False,10.0,11.9,11.0,2,False
SOI.PA,Soitec SA,Technology,Semiconductor Equipment & Materials,7.1,1.8,,0.7,,3.2,3,False,,18.6,18.6,1,True
SOLB.BR,Solvay SA,Basic Materials,Chemicals,0.6,4.5,,4.4,,3.2,3,False,0.0,5.5,2.8,2,False
UBI.PA,Ubisoft Entertainment SA,Communication Services,Electronic Gaming & Multimedia,4.6,0.4,,0.4,,1.8,3,False,,1.3,1.3,1,True
FR.PA,Valeo SE,Consumer Cyclical,Auto Parts,4.0,6.9,,4.0,,5.0,3,False,10.3,17.9,14.1,2,False
DATA.L,GlobalData Plc,Industrials,Consulting Services,9.8,11.4,,13.3,,11.5,3,False,14.2,1.0,7.6,2,False
DB1.DE,Deutsche Börse AG,Financial Services,Financial Data & Stock Exchanges,8.4,16.1,,10.6,,11.7,3,False,9.6,12.6,11.1,2,False
DBK.DE,Deutsche Bank Aktiengesellschaft,Financial Services,Banks - Regional,,5.3,,8.6,,7.0,2,True,14.3,10.5,12.4,2,False
DCC.L,DCC Energy plc,Energy,Oil & Gas Refining & Marketing,4.6,8.5,,3.1,,5.4,3,False,0.0,8.3,4.2,2,False
DG.PA,Vinci SA,Industrials,Engineering & Construction,4.2,13.3,,9.8,,9.1,3,False,16.3,6.9,11.6,2,False
DHL.DE,Deutsche Post AG,Industrials,Integrated Freight & Logistics,3.9,14.4,,6.5,,8.3,3,False,12.9,17.1,15.0,2,False
DIM.PA,Sartorius Stedim Biotech S.A.,Healthcare,Medical Instruments & Supplies,7.6,10.4,,13.8,,10.6,3,False,0.0,9.7,4.8,2,False
DLN.L,Derwent London Plc,Real Estate,REIT - Office,17.2,3.9,,7.9,,9.7,3,False,0.0,15.6,7.8,2,False
DNB.OL,DNB Bank ASA,Financial Services,Banks - Regional,,12.7,,17.5,,15.1,2,True,12.9,11.9,12.4,2,False
DNLM.L,Dunelm Group plc,Consumer Cyclical,Specialty Retail,3.6,19.4,,13.1,,12.0,3,False,16.5,3.8,10.2,2,False
DOCS.L,Dr. Martens plc,Consumer Cyclical,Footwear & Accessories,6.8,6.9,,6.9,,6.9,3,False,0.0,4.0,2.0,2,False
DPLM.L,Diploma PLC,Industrials,Industrial Distribution,11.2,14.9,,14.2,,13.4,3,False,0.0,15.2,7.6,2,False
DRX.L,Drax Group plc,Utilities,Utilities - Renewable,16.8,1.5,,1.7,,6.7,3,False,0.0,12.4,6.2,2,False
DSCV.L,discoverIE Group plc,Technology,Electronic Components,4.5,9.2,,9.6,,7.8,3,False,10.9,12.2,11.6,2,False
DSY.PA,Dassault Systèmes SE,Technology,Software - Application,8.6,12.7,,17.0,,12.8,3,False,15.5,3.5,9.5,2,False
DTG.DE,Daimler Truck Holding AG,Industrials,Farm & Heavy Construction Machinery,3.7,4.4,,8.4,,5.5,3,False,2.8,15.4,9.1,2,False
ECV.DE,,,,,,,,,,0,True,,,,0,True
EDEN.PA,Edenred SE,Financial Services,Credit Services,,,,7.3,,7.3,1,True,10.0,17.8,13.9,2,False
EDIN.L,Edinburgh Investment Ord,,,,,,,,,0,True,,,,0,True
EDPR.LS,"EDP Renewables, S.A.",Utilities,Utilities - Renewable,15.6,2.8,,13.5,,10.6,3,False,0.0,16.7,8.4,2,False
EDV.L,Endeavour Mining plc,Basic Materials,Gold,11.6,18.4,,14.8,,14.9,3,False,5.3,15.0,10.2,2,False
EL.PA,EssilorLuxottica Société anonyme,Healthcare,Medical Instruments & Supplies,9.4,10.2,,13.2,,10.9,3,False,12.6,1.1,6.8,2,False
ELE.MC,"Endesa, S.A.",Utilities,Utilities - Regulated Electric,12.3,19.6,,11.5,,14.5,3,False,12.5,19.9,16.2,2,False
ELM.L,Elementis plc,Basic Materials,Specialty Chemicals,9.9,11.0,,13.0,,11.3,3,False,14.8,5.8,10.3,2,False
EMG.L,Man Group Plc,Financial Services,Asset Management,14.6,16.4,,7.5,,12.8,3,False,10.3,18.7,14.5,2,False
EN.PA,Bouygues SA,Industrials,Engineering & Construction,5.5,8.0,,4.4,,6.0,3,False,15.3,12.1,13.7,2,False
ENG.MC,"Enagás, S.A.",Utilities,Utilities - Regulated Gas,11.4,15.1,,18.8,,15.1,3,False,12.4,18.2,15.3,2,False
ENR.DE,Siemens Energy AG,Industrials,Specialty Industrial Machinery,14.9,17.3,,9.5,,13.9,3,False,0.0,16.0,8.0,2,False
ENT.L,Entain Plc,Consumer Cyclical,Gambling,1.8,0.4,,1.0,,1.1,3,False,,1.0,1.0,1,True
ENX.PA,Euronext N.V.,Financial Services,Financial Data & Stock Exchanges,8.1,14.0,,14.8,,12.3,3,False,10.5,13.3,11.9,2,False
EOAN.DE,E.ON SE,Utilities,Utilities - Diversified,8.3,16.7,,4.1,,9.7,3,False,14.1,14.1,14.1,2,False
EQNR.OL,Equinor ASA,Energy,Oil & Gas Integrated,7.1,15.3,,9.2,,10.5,3,False,11.1,15.5,13.3,2,False
ERIC-B.ST,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,8.3,16.4,,12.4,,12.4,3,False,20.0,11.2,15.6,2,False
ESCT.L,The European Smaller Companies Trust PLC,,,,,,,,,0,True,,,,0,True
ESSITY-B.ST,Essity AB (publ),Consumer Defensive,Household & Personal Products,11.7,12.1,,13.8,,12.5,3,False,15.7,14.1,14.9,2,False
EVK.DE,Evonik Industries AG,Basic Materials,Specialty Chemicals,8.0,4.8,,4.9,,5.9,3,False,0.0,12.1,6.0,2,False
EVT.DE,Evotec SE,Healthcare,Drug Manufacturers - Specialty & Generic,5.7,5.2,,2.1,,4.3,3,False,,0.8,0.8,1,True
EWG.L,W.A.G payment solutions plc,Technology,Software - Infrastructure,2.0,4.3,,4.4,,3.6,3,False,0.0,7.7,3.8,2,False
EWI.L,Edinburgh Worldwide Ord,,,,,,,,,0,True,,,,0,True
EXPN.L,Experian plc,Industrials,Consulting Services,5.7,17.5,,17.7,,13.6,3,False,10.0,2.7,6.4,2,False
EZJ.L,easyJet plc,Industrials,Airlines,7.3,11.3,,6.0,,8.2,3,False,5.6,16.4,11.0,2,False
FBK.MI,FinecoBank Banca Fineco S.p.A.,Financial Services,Banks - Regional,,18.4,,17.6,,18.0,2,True,0.0,14.1,7.0,2,False
FCIT.L,F&C Investment Trust Ord,,,,,,,,,0,True,,,,0,True
FCSS.L,Fidelity China Special Situations Ord,,,,,,,,,0,True,,,,0,True
FDR.MC,"Fluidra, S.A.",Consumer Cyclical,Leisure,9.1,10.0,,12.1,,10.4,3,False,9.0,6.2,7.6,2,False
FEML.L,Fidelity Emerging Markets Limited,Financial Services,Asset Management,,19.5,,19.4,,19.4,2,True,20.0,17.9,19.0,2,False
FER.MC,Ferrovial N.V.,Industrials,Engineering & Construction,3.1,9.8,,9.1,,7.3,3,False,0.0,8.5,4.2,2,False
FGEN.L,Foresight Environmental Infrastructure Limited,Financial Services,Asset Management,,2.7,,18.9,,10.8,2,True,9.2,12.5,10.8,2,False
FGR.PA,Eiffage SA,Industrials,Engineering & Construction,2.3,14.1,,6.1,,7.5,3,False,19.2,8.1,13.6,2,False
FGT.L,Finsbury Growth & Income Ord,,,,,,,,,0,True,,,,0,True
FME.DE,Fresenius Medical Care AG,Healthcare,Medical Care Facilities,4.7,11.3,,11.2,,9.1,3,False,18.5,5.3,11.9,2,False
FNTN.DE,freenet AG,Communication Services,Telecom Services,9.0,14.0,,11.0,,11.3,3,False,16.5,8.6,12.6,2,False
FOUR.L,4imprint Group plc,Communication Services,Advertising Agencies,19.0,19.6,,10.1,,16.2,3,False,17.1,18.1,17.6,2,False
FPE3.DE,Fuchs SE,Basic Materials,Specialty Chemicals,16.4,14.8,,11.5,,14.2,3,False,17.7,6.3,12.0,2,False
FRA.DE,Fraport AG,Industrials,Airports & Air Services,1.5,6.3,,11.9,,6.6,3,False,13.0,3.7,8.4,2,False
FRAS.L,Frasers Group Plc,Consumer Cyclical,Specialty Retail,7.1,13.0,,12.0,,10.7,3,False,18.0,13.7,15.8,2,False
FRE.DE,Fresenius SE & Co. KGaA,Healthcare,Medical Care Facilities,7.7,11.1,,12.0,,10.3,3,False,14.4,6.6,10.5,2,False
FRES.L,Fresnillo plc,Basic Materials,Other Precious Metals & Mining,14.6,19.7,,18.5,,17.6,3,False,14.2,11.4,12.8,2,False
FSV.L,Fidelity Special Values Ord,,,,,,,,,0,True,,,,0,True
G.MI,Assicurazioni Generali S.p.A.,Financial Services,Insurance - Diversified,5.5,12.7,,3.7,,7.3,3,False,8.9,15.4,12.2,2,False
G24.DE,Scout24 SE,Communication Services,Internet Content & Information,9.5,16.0,,19.0,,14.8,3,False,8.1,4.3,6.2,2,False
GAMA.L,Gamma Communications plc,Communication Services,Telecom Services,15.8,13.6,,12.5,,14.0,3,False,11.0,14.5,12.8,2,False
GAW.L,Games Workshop Group PLC,Consumer Cyclical,Leisure,16.6,19.3,,19.3,,18.4,3,False,1.4,16.7,9.0,2,False
GBF.DE,Bilfinger SE,Industrials,Engineering & Construction,16.4,12.2,,5.4,,11.3,3,False,12.4,4.9,8.6,2,False
GBLB.BR,Groupe Bruxelles Lambert SA,Financial Services,Asset Management,8.0,1.0,,0.5,,3.2,3,False,,5.3,5.3,1,True
GCP.L,GCP Infrastructure Investments Limited,Financial Services,Asset Management,18.1,2.2,,18.7,,13.0,3,False,1.3,9.0,5.2,2,False
GDWN.L,Goodwin PLC,Industrials,Specialty Industrial Machinery,19.3,4.8,,19.9,,14.7,3,False,0.0,14.5,7.2,2,False
GEBN.SW,Geberit AG,Industrials,Building Products & Equipment,3.5,19.3,,17.9,,13.6,3,False,9.7,6.3,8.0,2,False
GEN.L,Genuit Group plc,Industrials,Building Products & Equipment,13.0,4.6,,8.3,,8.6,3,False,16.0,1.7,8.8,2,False
GFRD.L,Galliford Try Holdings plc,Industrials,Engineering & Construction,11.9,17.8,,4.2,,11.3,3,False,11.2,11.2,11.2,2,False
GFTU.L,Grafton Group plc,Industrials,Industrial Distribution,12.8,6.7,,8.0,,9.2,3,False,19.4,10.9,15.2,2,False
GIVN.SW,Givaudan SA,Basic Materials,Specialty Chemicals,2.2,16.4,,13.5,,10.7,3,False,5.5,5.3,5.4,2,False
GLE.PA,Société Générale Société anonyme,Financial Services,Banks - Regional,,6.1,,9.3,,7.7,2,True,15.9,13.7,14.8,2,False
GLEN.L,Glencore plc,Basic Materials,Other Industrial Metals & Mining,1.7,14.2,,5.5,,7.1,3,False,9.2,17.1,13.2,2,False
GNC.L,Greencore Group plc,Consumer Defensive,Packaged Foods,8.4,2.2,,2.3,,4.3,3,False,0.0,14.0,7.0,2,False
GNS.L,Genus plc,Healthcare,Biotechnology,8.1,12.0,,12.4,,10.8,3,False,5.5,6.8,6.2,2,False
GPE.L,Great Portland Estates Plc,Real Estate,REIT - Office,17.5,10.4,,19.6,,15.8,3,False,20.0,11.2,15.6,2,False
GRF.MC,"Grifols, S.A.",Healthcare,Drug Manufacturers - General,2.9,10.3,,11.8,,8.3,3,False,17.4,3.0,10.2,2,False
GRG.L,Greggs plc,Consumer Cyclical,Restaurants,9.6,15.2,,10.7,,11.8,3,False,17.5,14.5,16.0,2,False
GROW.L,Molten Ventures Plc,,,,,,,,,0,True,,,,0,True
GSCT.L,The Global Smaller Companies Trust Ord,,,,,,,,,0,True,,,,0,True
GSK.L,GSK plc,Healthcare,Drug Manufacturers - General,3.3,18.6,,15.7,,12.5,3,False,16.6,10.6,13.6,2,False
HAG.DE,Hensoldt AG,Industrials,Aerospace & Defense,2.3,11.0,,6.7,,6.7,3,False,0.0,2.0,1.0,2,False
HANA.L,Hansa Investment Company Limited,Financial Services,Asset Management,,14.9,,19.2,,17.0,2,True,20.0,12.6,16.3,2,False
HAVAS.AS,Havas N.V.,Communication Services,Advertising Agencies,12.6,11.1,,9.7,,11.1,3,False,20.0,16.2,18.1,2,False
HEI.DE,Heidelberg Materials AG,Basic Materials,Building Materials,8.4,11.7,,11.6,,10.6,3,False,15.7,1.9,8.8,2,False
HEN3.DE,Henkel AG & Co. KGaA,Consumer Defensive,Household & Personal Products,13.4,8.5,,14.6,,12.2,3,False,15.2,13.4,14.3,2,False
HEXA-B.ST,Hexagon AB (publ),Technology,Scientific & Technical Instruments,7.0,16.7,,11.9,,11.9,3,False,20.0,5.1,12.6,2,False
HFD.L,Halfords Group plc,Consumer Cyclical,Specialty Retail,12.1,6.7,,5.4,,8.1,3,False,9.3,19.5,14.4,2,False
HFEL.L,Henderson Far East Income Limited,Financial Services,Asset Management,16.8,18.5,,19.2,,18.2,3,False,20.0,7.1,13.6,2,False
HFG.DE,HelloFresh SE,Consumer Defensive,Grocery Stores,4.8,1.0,,1.7,,2.5,3,False,,0.2,0.2,1,True
HGT.L,HgCapital Trust Ord,,,,,,,,,0,True,,,,0,True
HICL.L,HICL Infrastructure PLC Ord,,,,,,,,,0,True,,,,0,True
HIK.L,Hikma Pharmaceuticals PLC,Healthcare,Drug Manufacturers - Specialty & Generic,5.2,15.1,,14.8,,11.7,3,False,17.7,6.0,11.8,2,False
HILS.L,Hill & Smith PLC,Industrials,Engineering & Construction,12.3,12.5,,11.3,,12.0,3,False,0.0,16.5,8.2,2,False
HLE.DE,HELLA GmbH & Co. KGaA,Consumer Cyclical,Auto Parts,14.0,5.0,,4.8,,7.9,3,False,0.0,6.3,3.2,2,False
HM-B.ST,H & M Hennes & Mauritz AB (publ),Consumer Cyclical,Apparel Manufacturing,2.8,17.7,,10.1,,10.2,3,False,9.3,11.6,10.4,2,False
HMSO.L,Hammerson Plc,Real Estate,REIT - Retail,10.7,14.2,,17.4,,14.1,3,False,20.0,17.8,18.9,2,False
HO.PA,Thales S.A.,Industrials,Aerospace & Defense,8.6,15.1,,9.7,,11.1,3,False,13.0,5.0,9.0,2,False
HOC.L,Hochschild Mining plc,Basic Materials,Other Precious Metals & Mining,12.9,19.3,,15.6,,15.9,3,False,12.5,17.8,15.2,2,False
HOLN.SW,Holcim AG,Basic Materials,Building Materials,5.8,5.6,,6.0,,5.8,3,False,0.0,6.0,3.0,2,False
HOT.DE,HOCHTIEF Aktiengesellschaft,Industrials,Engineering & Construction,0.3,19.8,,4.4,,8.2,3,False,0.0,18.7,9.4,2,False
HRI.L,Herald Ord,,,,,,,,,0,True,,,,0,True
HSBA.L,HSBC Holdings plc,Financial Services,Banks - Diversified,,10.9,,15.6,,13.2,2,True,10.3,16.6,13.4,2,False
HSL.L,Henderson Smaller Companies Ord,,,,,,,,,0,True,,,,0,True
HSX.L,Hiscox Ltd,Financial Services,Insurance - Property & Casualty,14.4,13.9,,6.5,,11.6,3,False,8.9,14.2,11.6,2,False
HTWS.L,Helios Towers plc,Communication Services,Telecom Services,0.0,17.8,,6.2,,8.0,3,False,0.0,17.4,8.7,2,False
HWDN.L,Howden Joinery Group Plc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",10.8,15.9,,15.1,,13.9,3,False,10.0,8.6,9.3,2,False
HWG.L,Harworth Group plc,Real Estate,Real Estate - Development,18.4,4.0,,6.3,,9.6,3,False,0.0,10.3,5.2,2,False
IAD.L,Invesco Asia Dragon Trust Ord,,,,,,,,,0,True,,,,0,True
IAG.L,International Consolidated Airlines Group S.A.,Industrials,Airlines,2.6,18.9,,12.5,,11.3,3,False,14.9,10.5,12.7,2,False
ICG.L,ICG plc,Financial Services,Asset Management,9.5,15.1,,17.6,,14.1,3,False,13.9,2.2,8.0,2,False
IDR.MC,"Indra Sistemas, S.A.",Technology,Information Technology Services,4.6,16.1,,9.7,,10.1,3,False,4.7,14.3,9.5,2,False
IFX.DE,Infineon Technologies AG,Technology,Semiconductors,8.0,7.8,,10.4,,8.7,3,False,0.0,15.1,7.6,2,False
IGG.L,IG Group Holdings plc,Financial Services,Capital Markets,12.0,,,16.6,,14.3,2,True,15.1,13.0,14.0,2,False
IHG.L,InterContinental Hotels Group PLC,Consumer Cyclical,Lodging,,,,16.5,,16.5,1,True,0.0,17.6,8.8,2,False
IMB.L,Imperial Brands PLC,Consumer Defensive,Tobacco,1.3,18.9,,14.2,,11.5,3,False,15.7,2.5,9.1,2,False
IMI.L,IMI plc,Industrials,Specialty Industrial Machinery,7.5,18.4,,15.9,,13.9,3,False,14.2,14.8,14.5,2,False
INDU-C.ST,AB Industrivärden (publ),Financial Services,Asset Management,18.2,18.8,,19.4,,18.8,3,False,20.0,16.7,18.4,2,False
INF.L,Informa plc,Communication Services,Publishing,9.9,6.4,,7.9,,8.1,3,False,0.0,8.9,4.4,2,False
INVE-B.ST,Investor AB (publ),Financial Services,Asset Management,16.3,18.0,,18.8,,17.7,3,False,20.0,16.1,18.0,2,False
IPN.PA,Ipsen S.A.,Healthcare,Drug Manufacturers - Specialty & Generic,12.0,13.4,,15.0,,13.5,3,False,3.2,14.1,8.6,2,False
IPO.L,IP Group Plc,Financial Services,Asset Management,16.1,3.4,,18.9,,12.8,3,False,16.6,14.4,15.5,2,False
ISP.MI,Intesa Sanpaolo S.p.A.,Financial Services,Banks - Regional,,12.1,,15.2,,13.6,2,True,12.4,12.8,12.6,2,False
ITH.L,Ithaca Energy plc,Energy,Oil & Gas E&P,7.4,8.4,,9.6,,8.5,3,False,0.0,9.6,4.8,2,False
ITRK.L,Intertek Group plc,Industrials,Specialty Business Services,2.3,17.8,,12.4,,10.8,3,False,5.7,12.6,9.2,2,False
ITX.MC,"Industria de Diseño Textil, S.A.",Consumer Cyclical,Apparel Retail,14.5,17.6,,17.4,,16.5,3,False,0.0,16.7,8.4,2,False
IWG.L,International Workplace Group plc,Real Estate,Real Estate Services,,,,3.3,,3.3,1,True,0.0,3.4,1.7,2,False
JAM.L,JPMorgan American Ord,,,,,,,,,0,True,,,,0,True
JCH.L,JPMorgan Claverhouse Ord,,,,,,,,,0,True,,,,0,True
JD.L,JD Sports Fashion Plc,Consumer Cyclical,Apparel Retail,6.9,11.9,,7.3,,8.7,3,False,18.7,7.5,13.1,2,False
JDW.L,J D Wetherspoon plc,Consumer Cyclical,Restaurants,1.5,12.9,,6.2,,6.9,3,False,17.2,16.3,16.8,2,False
JEMI.L,JPMorgan Emerging Markets Div Inc,,,,,,,,,0,True,,,,0,True
JEN.DE,Jenoptik AG,Technology,Electronic Components,7.7,8.9,,10.9,,9.2,3,False,11.4,17.5,14.4,2,False
JMAT.L,Johnson Matthey Plc,Basic Materials,Specialty Chemicals,5.1,2.9,,3.0,,3.7,3,False,,1.6,1.6,1,True
JMGI.L,JPMorgan Emerging Markets Growth & Income plc.,,,,,,,,,0,True,,,,0,True
JMT.LS,"Jerónimo Martins, SGPS, S.A.",Consumer Defensive,Food Distribution,2.3,16.2,,4.7,,7.7,3,False,13.8,5.8,9.8,2,False
JSG.L,Johnson Service Group PLC,Industrials,Specialty Business Services,9.5,10.9,,10.1,,10.2,3,False,16.2,6.6,11.4,2,False
JUP.L,Jupiter Fund Management Plc,Financial Services,Asset Management,17.7,9.5,,8.0,,11.7,3,False,17.4,9.9,13.6,2,False
KBC.BR,KBC Group NV,Financial Services,Banks - Regional,,11.4,,12.0,,11.7,2,True,8.4,14.5,11.4,2,False
KBX.DE,Knorr-Bremse AG,Consumer Cyclical,Auto Parts,9.5,14.7,,12.2,,12.1,3,False,0.0,17.5,8.8,2,False
KER.PA,Kering SA,Consumer Cyclical,Luxury Goods,6.1,2.6,,2.3,,3.7,3,False,,7.5,7.5,1,True
KGX.DE,KION GROUP AG,Industrials,Farm & Heavy Construction Machinery,4.1,5.4,,5.4,,5.0,3,False,17.5,2.1,9.8,2,False
KNIN.SW,Kuehne + Nagel International AG,Industrials,Integrated Freight & Logistics,1.8,19.1,,5.6,,8.8,3,False,0.0,16.8,8.4,2,False
KNOS.L,Kainos Group plc,Technology,Software - Application,15.6,18.0,,11.8,,15.1,3,False,8.0,11.7,9.8,2,False
KPN.AS,Koninklijke KPN N.V.,Communication Services,Telecom Services,2.4,16.5,,15.7,,11.5,3,False,9.0,11.5,10.2,2,False
KRN.DE,Krones AG,Industrials,Specialty Industrial Machinery,19.0,11.7,,7.6,,12.8,3,False,20.0,6.9,13.4,2,False
KRX.IR,Kingspan Group plc,Industrials,Building Products & Equipment,10.6,12.6,,10.3,,11.2,3,False,11.7,16.4,14.0,2,False
KRZ.IR,Kerry Group plc,Consumer Defensive,Packaged Foods,11.5,9.5,,14.8,,11.9,3,False,6.9,12.9,9.9,2,False
LAND.L,Land Securities Group Plc,Real Estate,REIT - Diversified,13.4,8.1,,14.8,,12.1,3,False,3.4,15.7,9.5,2,False
LDO.MI,Leonardo S.p.a.,Industrials,Aerospace & Defense,12.2,10.2,,8.0,,10.1,3,False,16.4,6.1,11.2,2,False
LEG.DE,LEG Immobilien SE,Real Estate,Real Estate Services,8.0,17.2,,18.5,,14.6,3,False,20.0,1.9,11.0,2,False
LGEN.L,Legal & General Group Plc,Financial Services,Asset Management,0.2,17.9,,7.2,,8.4,3,False,0.0,11.6,5.8,2,False
LHA.DE,Deutsche Lufthansa AG,Industrials,Airlines,4.0,5.1,,3.8,,4.3,3,False,3.2,10.5,6.8,2,False
LIFCO-B.ST,Lifco AB (publ),Industrials,Conglomerates,9.9,15.3,,15.5,,13.6,3,False,0.0,7.2,3.6,2,False
LLOY.L,Lloyds Banking Group plc,Financial Services,Banks - Regional,,8.8,,10.1,,9.4,2,True,9.5,13.4,11.4,2,False
LMP.L,LondonMetric Property Plc,Real Estate,REIT - Industrial,13.7,9.3,,17.1,,13.4,3,False,17.5,10.2,13.8,2,False
LONN.SW,Lonza Group AG,Healthcare,Diagnostics & Research,8.2,14.1,,4.6,,9.0,3,False,6.2,9.1,7.6,2,False
LR.PA,Legrand SA,Industrials,Electrical Equipment & Parts,5.5,14.5,,15.3,,11.8,3,False,11.2,6.5,8.8,2,False
LRE.L,Lancashire Holdings Limited,Financial Services,Insurance - Specialty,12.1,16.6,,8.1,,12.3,3,False,17.1,2.2,9.6,2,False
LWDB.L,Law Debenture Corporation Ord,,,,,,,,,0,True,,,,0,True
LXS.DE,LANXESS Aktiengesellschaft,Basic Materials,Specialty Chemicals,3.8,1.3,,1.1,,2.1,3,False,,0.5,0.5,1,True
MAB.L,Mitchells & Butlers plc,Consumer Cyclical,Restaurants,12.0,7.0,,11.7,,10.2,3,False,20.0,14.2,17.1,2,False
MAP.MC,"Mapfre, S.A.",Financial Services,Insurance - Diversified,12.7,14.6,,2.5,,9.9,3,False,13.9,9.2,11.6,2,False
MBG.DE,Mercedes-Benz Group AG,Consumer Cyclical,Auto Manufacturers,6.7,6.1,,7.8,,6.9,3,False,20.0,8.7,14.4,2,False
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Cyclical,Luxury Goods,11.8,13.5,,16.7,,14.0,3,False,10.0,6.9,8.4,2,False
MGAM.L,Morgan Advanced Materials plc,Industrials,Specialty Industrial Machinery,4.6,2.3,,4.0,,3.6,3,False,,9.5,9.5,1,True
MKS.L,Marks and Spencer Group plc,Consumer Cyclical,Department Stores,7.0,8.1,,4.9,,6.7,3,False,0.0,12.5,6.2,2,False
ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions,,,,,,,,,0,True,,,,0,True
MNDI.L,Mondi plc,Basic Materials,Paper & Paper Products,7.1,2.8,,2.2,,4.0,3,False,,1.5,1.5,1,True
MNG.L,M&G plc,Financial Services,Asset Management,3.1,6.5,,2.5,,4.0,3,False,0.0,15.3,7.6,2,False
MNKS.L,Monks Ord,,,,,,,,,0,True,,,,0,True
MNTN.L,The Schiehallion Fund Limited,Financial Services,Asset Management,,18.2,,19.3,,18.8,2,True,20.0,19.4,19.7,2,False
MONC.MI,Moncler S.p.A.,Consumer Cyclical,Apparel Manufacturing,14.1,14.1,,18.1,,15.4,3,False,11.7,9.4,10.6,2,False
MONY.L,MONY Group plc,Communication Services,Internet Content & Information,13.3,18.4,,16.6,,16.1,3,False,16.1,10.5,13.3,2,False
MRC.L,Mercantile Ord,,,,,,,,,0,True,,,,0,True
MRCH.L,Merchants Trust Ord,,,,,,,,,0,True,,,,0,True
MRK.DE,Merck KGaA,Healthcare,Drug Manufacturers - Specialty & Generic,9.1,11.0,,14.7,,11.6,3,False,4.8,12.2,8.5,2,False
MRO.L,Melrose Industries PLC,Industrials,Specialty Industrial Machinery,8.4,4.7,,6.5,,6.5,3,False,3.3,3.4,3.4,2,False
MT.AS,ArcelorMittal S.A.,Basic Materials,Steel,12.6,5.8,,6.5,,8.3,3,False,0.0,18.8,9.4,2,False
MTLN.L,Metlen Energy & Metals PLC,Utilities,Utilities - Diversified,6.1,13.6,,4.4,,8.0,3,False,8.8,10.6,9.7,2,False
