ticker,name,sector,industry,pilier_bilan,pilier_rendement_capital,pilier_cash,pilier_marges,pilier_discipline,note_qualite_20,note_qualite_n_piliers,note_qualite_low_confidence,pilier_valorisation,pilier_momentum,note_perspective_20,note_perspective_n_piliers,note_perspective_low_confidence
JUN3.DE,Jungheinrich Aktiengesellschaft,Industrials,Specialty Industrial Machinery,10.2,2.8,,2.9,,5.3,3,False,0.0,4.5,2.2,2,False
ABBN.SW,ABB Ltd,Industrials,Electrical Equipment & Parts,10.3,18.1,,15.9,,14.8,3,False,5.3,15.5,10.4,2,False
LISN.SW,Chocoladefabriken Lindt & Sprüngli AG,Consumer Defensive,Confectioners,12.1,14.1,,16.4,,14.2,3,False,6.8,1.7,4.2,2,False
0001.HK,CK Hutchison Holdings Limited,Industrials,Conglomerates,11.8,5.8,,15.7,,11.1,3,False,20.0,15.7,17.8,2,False
0027.HK,Galaxy Entertainment Group Limited,Consumer Cyclical,Resorts & Casinos,18.8,11.5,,18.4,,16.2,3,False,15.9,5.1,10.5,2,False
0300.HK,"Midea Group Co., Ltd.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",13.7,14.6,,14.2,,14.2,3,False,11.4,17.1,14.2,2,False
2331.HK,Li Ning Company Limited,Consumer Cyclical,Leisure,18.1,10.0,,14.6,,14.2,3,False,20.0,4.0,12.0,2,False
ANA.MC,"Acciona, S.A.",Industrials,Engineering & Construction,1.4,8.8,,3.9,,4.7,3,False,0.0,13.0,6.5,2,False
PUIG.MC,"Puig Brands, S.A.",Consumer Defensive,Household & Personal Products,11.8,13.9,,15.9,,13.9,3,False,13.8,17.9,15.8,2,False
BOL.ST,Boliden AB (publ),Basic Materials,Other Industrial Metals & Mining,11.9,14.4,,13.1,,13.1,3,False,15.9,14.8,15.4,2,False
NIBE-B.ST,NIBE Industrier AB (publ),Industrials,Building Products & Equipment,8.3,6.8,,9.4,,8.2,3,False,6.8,11.4,9.1,2,False
BEL.BO,Bharat Electronics Limited,Industrials,Aerospace & Defense,19.8,,,18.6,,19.2,2,True,4.0,,4.0,1,True
INDIGO.BO,InterGlobe Aviation Limited,Industrials,Airlines,0.2,,,5.9,,3.1,2,True,,4.9,4.9,1,True
LT.BO,Larsen & Toubro Limited,Industrials,Engineering & Construction,4.7,,,8.5,,6.6,2,True,0.0,,0.0,1,True
POWERGRID.BO,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,8.7,,,19.4,,14.0,2,True,16.1,5.0,10.6,2,False
ASRNL.AS,ASR Nederland N.V.,Financial Services,Insurance - Diversified,3.1,9.7,,3.4,,5.4,3,False,9.7,13.7,11.7,2,False
ERF.PA,Eurofins Scientific SE,Healthcare,Diagnostics & Research,3.7,13.1,,12.5,,9.8,3,False,13.6,10.8,12.2,2,False
HEIA.AS,Heineken N.V.,Consumer Defensive,Beverages - Brewers,6.7,10.7,,12.5,,10.0,3,False,10.0,12.6,11.3,2,False
NHY.OL,Norsk Hydro ASA,Basic Materials,Aluminum,10.9,10.3,,8.2,,9.8,3,False,0.0,13.3,6.6,2,False
BARC.L,Barclays PLC,Financial Services,Banks - Diversified,,7.0,,11.0,,9.0,2,True,16.6,13.3,15.0,2,False
PSN.L,Persimmon Plc,Consumer Cyclical,Residential Construction,18.0,8.7,,12.6,,13.1,3,False,11.1,10.6,10.8,2,False
SBRY.L,J Sainsbury plc,Consumer Defensive,Grocery Stores,5.7,6.3,,3.6,,5.2,3,False,9.9,8.7,9.3,2,False
COA.L,Coats Group plc,Consumer Cyclical,Textile Manufacturing,4.8,15.5,,11.5,,10.6,3,False,3.5,9.5,6.5,2,False
ENOG.L,Energean plc,Energy,Oil & Gas E&P,0.0,0.1,,1.3,,0.5,3,False,,0.9,0.9,1,True
SOI.L,Schroder Oriental Income Fund Limited,,,,,,,,,0,True,,,,0,True
FAN.L,Volution Group plc,Industrials,Building Products & Equipment,5.7,15.0,,14.0,,11.6,3,False,12.5,8.8,10.6,2,False
NDA.DE,Aurubis AG,Industrials,Metal Fabrication,16.9,14.6,,6.7,,12.7,3,False,20.0,18.0,19.0,2,False
SAX.DE,Ströer SE & Co. KGaA,Communication Services,Advertising Agencies,1.0,18.0,,8.3,,9.1,3,False,16.4,13.0,14.7,2,False
LOGN.SW,Logitech International S.A.,Technology,Computer Hardware,16.6,18.0,,15.2,,16.6,3,False,10.0,5.5,7.8,2,False
MRL.MC,"MERLIN Properties SOCIMI, S.A.",Real Estate,REIT - Office,15.4,13.6,,19.8,,16.3,3,False,20.0,11.3,15.6,2,False
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,4.6,,,12.7,,8.6,2,True,0.0,11.1,5.6,2,False
BHARTIARTL.BO,Bharti Airtel Limited,Communication Services,Telecom Services,6.0,14.9,,14.6,,11.8,3,False,0.0,9.0,4.5,2,False
TECHM.BO,Tech Mahindra Limited,Technology,Information Technology Services,15.1,,,10.9,,13.0,2,True,0.0,,0.0,1,True
A5G.IR,AIB Group plc,Financial Services,Banks - Regional,,12.7,,17.7,,15.2,2,True,13.0,17.2,15.1,2,False
DSFIR.AS,DSM-Firmenich AG,Basic Materials,Specialty Chemicals,10.2,4.9,,0.9,,5.3,3,False,0.0,12.2,6.1,2,False
ENI.MI,Eni S.p.A.,Energy,Oil & Gas Integrated,8.1,9.1,,7.4,,8.2,3,False,10.1,13.9,12.0,2,False
KOG.OL,Kongsberg Gruppen ASA,Industrials,Aerospace & Defense,15.3,18.2,,18.3,,17.3,3,False,3.3,7.5,5.4,2,False
UCB.BR,UCB SA,Healthcare,Biotechnology,10.6,16.7,,18.4,,15.2,3,False,15.4,5.3,10.4,2,False
AUTO.L,Autotrader Group plc,Communication Services,Internet Content & Information,10.5,19.4,,19.1,,16.3,3,False,13.3,2.7,8.0,2,False
BTRW.L,Barratt Redrow plc,Consumer Cyclical,Residential Construction,18.7,4.2,,7.4,,10.1,3,False,0.0,4.6,2.3,2,False
BRBY.L,Burberry Group plc,Consumer Cyclical,Luxury Goods,4.1,3.8,,3.9,,3.9,3,False,0.0,8.3,4.2,2,False
HLN.L,Haleon plc,Healthcare,Drug Manufacturers - Specialty & Generic,8.3,12.2,,15.8,,12.1,3,False,10.0,9.1,9.6,2,False
BGEO.L,Lion Finance Group PLC,Financial Services,Banks - Regional,,18.1,,17.9,,18.0,2,True,16.8,18.9,17.8,2,False
AAS.L,Aberdeen Asia Focus PLC,,,,,,,,,0,True,,,,0,True
FEV.L,Fidelity European Trust PLC,,,,,,,,,0,True,,,,0,True
GBG.L,GB Group plc,Technology,Software - Application,10.7,1.9,,1.0,,4.5,3,False,,2.0,2.0,1,True
JEDT.L,JPMorgan European Discovery Trust plc,,,,,,,,,0,True,,,,0,True
RS1.L,RS Group plc,Industrials,Industrial Distribution,13.2,9.9,,8.4,,10.5,3,False,11.4,14.3,12.8,2,False
SAFE.L,Safestore Holdings Plc,Real Estate,REIT - Industrial,16.3,5.8,,12.4,,11.5,3,False,13.4,4.6,9.0,2,False
SDZ.SW,Sandoz Group AG,Healthcare,Drug Manufacturers - Specialty & Generic,6.1,10.5,,11.4,,9.3,3,False,0.0,14.3,7.2,2,False
SHB-A.ST,Svenska Handelsbanken AB (publ),Financial Services,Banks - Diversified,,10.4,,16.7,,13.6,2,True,13.7,15.1,14.4,2,False
INGA.AS,ING Groep N.V.,Financial Services,Banks - Diversified,,14.4,,14.2,,14.3,2,True,12.1,16.4,14.2,2,False
MB.MI,Mediobanca Banca di Credito Finanziario S.p.A.,Financial Services,Banks - Regional,,,,15.9,,15.9,1,True,1.7,18.7,10.2,2,False
KGF.L,Kingfisher plc,Consumer Cyclical,Home Improvement Retail,13.5,5.1,,5.5,,8.0,3,False,9.7,10.8,10.2,2,False
PSON.L,Pearson plc,Communication Services,Publishing,10.1,9.5,,11.2,,10.3,3,False,9.7,14.9,12.3,2,False
GRI.L,Grainger plc,Real Estate,Real Estate Services,11.4,9.5,,16.5,,12.5,3,False,20.0,4.7,12.4,2,False
HFG.L,Hilton Food Group plc,Consumer Defensive,Packaged Foods,4.3,11.9,,4.9,,7.0,3,False,14.4,7.2,10.8,2,False
JTC.L,JTC PLC,Financial Services,Asset Management,6.1,1.2,,1.7,,3.0,3,False,0.0,,0.0,1,True
PPET.L,Patria Private Equity Trust plc,,,,,,,,,0,True,,,,0,True
G1A.DE,GEA Group Aktiengesellschaft,Industrials,Specialty Industrial Machinery,17.2,14.7,,10.9,,14.3,3,False,12.5,9.4,11.0,2,False
SIE.DE,Siemens Aktiengesellschaft,Industrials,Specialty Industrial Machinery,8.9,10.7,,12.9,,10.8,3,False,10.8,13.4,12.1,2,False
VOW3.DE,Volkswagen AG,Consumer Cyclical,Auto Manufacturers,5.0,4.2,,5.3,,4.8,3,False,20.0,7.1,13.6,2,False
EVD.DE,CTS Eventim AG & Co. KGaA,Communication Services,Entertainment,17.0,17.0,,11.7,,15.2,3,False,16.4,3.4,9.9,2,False
ASSA-B.ST,ASSA ABLOY AB (publ),Industrials,Security & Protection Services,9.2,12.8,,13.7,,11.9,3,False,6.5,10.0,8.2,2,False
EQT.ST,EQT AB (publ),Financial Services,Asset Management,11.7,11.7,,14.5,,12.6,3,False,0.0,5.5,2.8,2,False
AKZA.AS,Akzo Nobel N.V.,Basic Materials,Specialty Chemicals,1.5,13.4,,10.1,,8.3,3,False,17.3,5.6,11.4,2,False
CS.PA,AXA SA,Financial Services,Insurance - Diversified,5.4,12.5,,4.7,,7.5,3,False,13.2,8.1,10.6,2,False
ENGI.PA,Engie SA,Utilities,Utilities - Diversified,9.7,14.4,,5.5,,9.9,3,False,13.2,19.0,16.1,2,False
DGE.L,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,2.6,12.9,,13.9,,9.8,3,False,10.0,7.5,8.8,2,False
HLMA.L,Halma plc,Industrials,Conglomerates,12.1,14.6,,16.0,,14.2,3,False,0.0,8.4,4.2,2,False
INVP.L,Investec Group,Financial Services,Capital Markets,,9.8,,14.0,,11.9,2,True,19.8,10.3,15.0,2,False
PCT.L,Polar Capital Technology Ord,,,,,,,,,0,True,,,,0,True
RKT.L,Reckitt Benckiser Group plc,Consumer Defensive,Household & Personal Products,2.3,19.2,,19.1,,13.5,3,False,19.2,4.1,11.6,2,False
SHEL.L,Shell plc,Energy,Oil & Gas Integrated,12.1,11.9,,9.9,,11.3,3,False,13.4,6.8,10.1,2,False
ALFA.L,Alfa Financial Software Holdings PLC,Technology,Software - Application,11.9,19.1,,17.5,,16.2,3,False,19.4,2.0,10.7,2,False
BRSC.L,BlackRock Smaller Companies Ord,,,,,,,,,0,True,,,,0,True
CTY.L,City of London Ord,,,,,,,,,0,True,,,,0,True
KLR.L,Keller Group plc,Industrials,Engineering & Construction,11.2,16.8,,7.1,,11.7,3,False,15.0,19.0,17.0,2,False
RPI.L,Raspberry Pi Holdings plc,Technology,Electronic Components,16.5,9.3,,9.7,,11.8,3,False,0.0,12.7,6.4,2,False
ROSE.L,Rosebank Industries plc,Financial Services,Asset Management,11.0,0.8,,0.5,,4.1,3,False,,3.2,3.2,1,True
SYNC.L,Syncona Limited,Financial Services,Asset Management,16.7,1.0,,0.3,,6.0,3,False,,9.3,9.3,1,True
TBCG.L,TBC Bank Group PLC,Financial Services,Banks - Regional,,17.2,,17.5,,17.4,2,True,19.8,7.7,13.8,2,False
TRST.L,Trustpilot Group plc,Technology,Software - Application,,18.6,,6.6,,12.6,2,True,0.0,11.4,5.7,2,False
ZIG.L,Zigup Plc,Industrials,Rental & Leasing Services,6.4,5.7,,6.2,,6.1,3,False,15.7,14.7,15.2,2,False
NDX1.DE,Nordex SE,Industrials,Specialty Industrial Machinery,13.6,18.0,,7.4,,13.0,3,False,14.3,18.3,16.3,2,False
NESN.SW,Nestlé S.A.,Consumer Defensive,Packaged Foods,1.8,17.6,,13.2,,10.9,3,False,0.5,13.2,6.8,2,False
ACS.MC,"ACS, Actividades de Construcción y Servicios, S.A.",Industrials,Engineering & Construction,1.2,16.5,,4.2,,7.3,3,False,1.4,17.0,9.2,2,False
IBE.MC,"Iberdrola, S.A.",Utilities,Utilities - Diversified,14.2,11.6,,15.3,,13.7,3,False,1.1,17.5,9.3,2,False
SAB.MC,"Banco de Sabadell, S.A.",Financial Services,Banks - Diversified,,4.6,,16.5,,10.6,2,True,5.9,13.5,9.7,2,False
SCYR.MC,"Sacyr, S.A.",Industrials,Engineering & Construction,0.7,10.1,,4.8,,5.2,3,False,2.7,12.5,7.6,2,False
EVO.ST,Evolution AB (publ),Consumer Cyclical,Gambling,19.0,16.4,,19.6,,18.3,3,False,15.5,12.4,14.0,2,False
DIE.BR,D'Ieteren Group SA,Consumer Cyclical,Auto & Truck Dealerships,0.0,,,9.6,,4.8,2,True,5.0,14.2,9.6,2,False
GALP.LS,"Galp Energia, SGPS, S.A.",Energy,Oil & Gas Integrated,6.3,16.7,,6.5,,9.8,3,False,8.1,8.8,8.4,2,False
SHEEL.AS,,,,,,,,,,0,True,,,,0,True
SRG.MI,Snam S.p.A.,Utilities,Utilities - Regulated Gas,2.6,14.7,,18.5,,11.9,3,False,10.2,15.4,12.8,2,False
TEN.MI,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,19.2,9.7,,13.4,,14.1,3,False,18.8,14.2,16.5,2,False
AAF.L,Airtel Africa Plc,Communication Services,Telecom Services,2.7,16.6,,12.7,,10.7,3,False,1.4,17.5,9.4,2,False
ANTO.L,Antofagasta plc,Basic Materials,Copper,7.7,15.0,,14.9,,12.5,3,False,0.0,14.0,7.0,2,False
BLND.L,British Land Company PLC,Real Estate,REIT - Diversified,15.8,11.0,,17.8,,14.9,3,False,13.1,16.4,14.8,2,False
LSEG.L,London Stock Exchange Group plc,Financial Services,Financial Data & Stock Exchanges,7.8,4.1,,6.2,,6.0,3,False,2.5,6.1,4.3,2,False
ATYM.L,"Atalaya Mining Copper, S.A.",Basic Materials,Copper,17.5,14.1,,16.1,,15.9,3,False,10.7,17.2,14.0,2,False
BBY.L,Balfour Beatty plc,Industrials,Engineering & Construction,6.3,16.3,,4.7,,9.1,3,False,11.9,14.9,13.4,2,False
CWK.L,Cranswick plc,Consumer Defensive,Packaged Foods,14.3,13.2,,10.0,,12.5,3,False,10.2,11.8,11.0,2,False
CURY.L,Currys plc,Consumer Cyclical,Specialty Retail,13.2,7.6,,5.2,,8.7,3,False,17.4,12.7,15.0,2,False
HAS.L,Hays plc,Industrials,Staffing & Employment Services,9.6,0.9,,2.0,,4.2,3,False,,14.9,14.9,1,True
JFJ.L,JPMorgan Japanese Ord,Financial Services,Asset Management,17.5,16.7,,19.3,,17.8,3,False,20.0,10.3,15.2,2,False
PINT.L,Pantheon Infrastructure Ord,Financial Services,Asset Management,,11.3,,1.3,,6.3,2,True,20.0,5.4,12.7,2,False
VNA.DE,Vonovia SE,Real Estate,Real Estate Services,5.8,16.9,,17.1,,13.3,3,False,20.0,2.0,11.0,2,False
DHER.DE,Delivery Hero SE,Consumer Cyclical,Internet Retail,1.3,0.4,,1.5,,1.1,3,False,,18.4,18.4,1,True
BAER.SW,Julius Bär Gruppe AG,Financial Services,Asset Management,,13.5,,10.4,,12.0,2,True,11.3,16.2,13.8,2,False
TEP.PA,Teleperformance SE,Industrials,Specialty Business Services,4.2,9.5,,7.0,,6.9,3,False,20.0,11.6,15.8,2,False
EO.PA,,,,,,,,,,0,True,,,,0,True
LOG.MC,"Logista Integral, S.A.",Industrials,Integrated Freight & Logistics,17.2,19.0,,4.2,,13.5,3,False,12.6,14.2,13.4,2,False
ADDT-B.ST,Addtech AB (publ.),Industrials,Industrial Distribution,8.1,17.1,,12.8,,12.7,3,False,0.0,10.2,5.1,2,False
3IN.L,3i Infrastructure plc,Financial Services,Asset Management,8.8,4.5,,18.2,,10.5,3,False,13.2,7.1,10.1,2,False
8TRA.DE,Traton SE,Industrials,Farm & Heavy Construction Machinery,3.0,8.0,7.2,5.8,14.0,7.6,5,False,20.0,15.7,17.8,2,False
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,7.4,16.8,9.4,17.1,12.1,12.6,5,False,11.0,11.0,11.0,2,False
AA,Alcoa Corporation,Basic Materials,Aluminum,8.1,15.0,13.9,11.0,3.2,10.2,5,False,10.0,15.1,12.6,2,False
AAL,American Airlines Group Inc.,Industrials,Airlines,0.5,,8.4,2.4,,3.8,3,False,,11.9,11.9,1,True
AAL.L,Anglo American plc,Basic Materials,Other Industrial Metals & Mining,8.6,3.4,,6.7,,6.2,3,False,,15.2,15.2,1,True
AAMI,Acadian Asset Management Inc.,Financial Services,Asset Management,6.6,19.9,,5.6,3.5,8.9,4,False,0.0,19.5,9.8,2,False
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,12.8,2.8,6.2,2.4,,6.0,4,False,,19.4,19.4,1,True
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,14.2,13.9,7.4,10.4,6.7,10.5,5,False,3.0,2.6,2.8,2,False
AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Auto Parts,7.0,5.6,2.6,4.8,11.2,6.2,5,False,1.6,2.4,2.0,2,False
AAPG,Ascentage Pharma Group Internat,Healthcare,Biotechnology,2.8,0.5,,1.3,,1.5,3,False,,0.3,0.3,1,True
AAPL,Apple Inc.,Technology,Consumer Electronics,4.3,19.9,8.6,17.9,11.5,12.4,5,False,0.0,11.0,5.5,2,False
AAT,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,6.6,4.9,8.3,7.4,14.6,8.4,5,False,0.0,15.1,7.6,2,False
AAUC.TO,Allied Gold Corporation,Basic Materials,Gold,5.7,3.6,,8.6,,6.0,3,False,,11.5,11.5,1,True
AAV.TO,Advantage Energy Ltd.,Energy,Oil & Gas E&P,4.9,5.4,2.6,12.6,6.4,6.4,5,False,0.0,1.7,0.8,2,False
ABB.ST,ABB Ltd,Industrials,Electrical Equipment & Parts,7.9,18.1,,14.8,,13.6,3,False,5.3,15.2,10.2,2,False
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,0.5,,9.9,16.4,13.6,10.1,4,False,0.0,9.6,4.8,2,False
ABCL,AbCellera Biologics Inc.,Healthcare,Biotechnology,15.0,5.9,10.3,0.6,,8.0,4,False,,17.8,17.8,1,True
ABDN.L,Aberdeen Group Plc,Financial Services,Asset Management,18.3,3.9,,7.7,,10.0,3,False,13.7,12.4,13.0,2,False
ABEV3.SA,Ambev S.A.,Consumer Defensive,Beverages - Brewers,14.1,15.6,15.8,18.2,14.0,15.5,5,False,13.1,17.1,15.1,2,False
ABG,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2.8,11.6,9.2,5.8,11.9,8.3,5,False,20.0,6.1,13.0,2,False
ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,8.6,7.2,10.7,3.6,17.4,9.5,5,False,14.7,8.0,11.4,2,False
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,11.8,17.7,13.0,17.9,5.8,13.2,5,False,0.0,18.5,9.2,2,False
ABRA.TO,AbraSilver Resource Corp.,Basic Materials,Other Precious Metals & Mining,17.1,0.2,8.8,3.2,,7.3,4,False,,18.6,18.6,1,True
ABSI,Absci Corporation,Healthcare,Biotechnology,17.2,2.4,9.4,3.6,,8.2,4,False,,18.8,18.8,1,True
ABT,Abbott Laboratories,Healthcare,Medical Devices,4.8,12.7,9.9,14.8,13.1,11.1,5,False,3.1,3.9,3.5,2,False
ABX.TO,Barrick Mining Corporation,Basic Materials,Gold,14.8,17.6,,17.4,,16.6,3,False,14.5,12.3,13.4,2,False
AC.PA,Accor SA,Consumer Cyclical,Lodging,8.7,8.2,5.8,12.2,14.4,9.9,5,False,0.0,15.2,7.6,2,False
AC.TO,Air Canada,Industrials,Airlines,1.1,15.1,2.4,2.8,17.1,7.7,5,False,0.0,17.2,8.6,2,False
ACA,"Arcosa, Inc.",Industrials,Engineering & Construction,14.1,6.4,7.4,14.0,2.7,8.9,5,False,0.0,17.2,8.6,2,False
ACA.PA,Crédit Agricole S.A.,Financial Services,Banks - Regional,,5.1,,11.0,16.7,10.9,3,False,16.1,9.9,13.0,2,False
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,13.6,18.7,13.0,16.2,,15.4,4,False,20.0,13.2,16.6,2,False
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,4.8,3.5,1.9,7.0,6.1,4.7,5,False,,9.3,9.3,1,True
ACHR,Archer Aviation Inc.,Industrials,Aerospace & Defense,18.8,0.4,10.6,1.2,,7.7,4,False,,0.5,0.5,1,True
ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,0.2,2.9,10.1,1.8,19.5,6.9,5,False,0.0,1.5,0.8,2,False
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,5.4,12.9,9.2,11.6,11.8,10.2,5,False,14.7,7.3,11.0,2,False
ACLN.SW,Accelleron Industries AG,Industrials,Specialty Industrial Machinery,9.3,19.6,,17.8,,15.6,3,False,6.8,9.8,8.3,2,False
ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,15.7,9.0,11.1,10.6,11.9,11.7,5,False,14.4,10.0,12.2,2,False
ACM,AECOM,Industrials,Engineering & Construction,5.0,13.4,10.1,2.9,17.5,9.8,5,False,4.1,0.2,2.2,2,False
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,14.4,10.4,10.1,13.6,2.5,10.2,5,False,16.2,16.0,16.1,2,False
ACN,Accenture plc,Technology,Information Technology Services,9.7,16.1,14.9,12.6,17.7,14.2,5,False,13.7,3.1,8.4,2,False
ACO.X.TO,ATCO Ltd.,,,,,,,,,0,True,,,,0,True
ACT,"Enact Holdings, Inc.",Financial Services,Insurance - Specialty,12.2,10.5,,18.4,14.7,14.0,4,False,9.6,12.5,11.0,2,False
ACVA,ACV Auctions Inc.,Consumer Cyclical,Auto & Truck Dealerships,13.8,1.3,10.1,1.2,,6.6,4,False,,2.5,2.5,1,True
ACX.MC,"Acerinox, S.A.",Basic Materials,Steel,3.4,4.8,7.8,5.0,12.7,6.7,5,False,0.0,16.9,8.4,2,False
AD.AS,Koninklijke Ahold Delhaize N.V.,Consumer Defensive,Grocery Stores,3.6,14.0,10.5,4.9,17.0,10.0,5,False,16.5,6.4,11.4,2,False
ADBE,Adobe Inc.,Technology,Software - Application,4.0,19.1,12.8,18.2,18.1,14.4,5,False,19.3,4.0,11.6,2,False
ADC,Agree Realty Corporation,Real Estate,REIT - Retail,9.2,7.1,10.5,14.4,6.8,9.6,5,False,0.0,10.9,5.4,2,False
ADEN.SW,Adecco Group AG,Industrials,Staffing & Employment Services,7.0,7.1,,3.0,,5.7,3,False,13.3,10.6,12.0,2,False
ADI,"Analog Devices, Inc.",Technology,Semiconductors,7.6,10.8,7.6,18.6,11.7,11.3,5,False,6.4,13.3,9.9,2,False
ADIG,ADI Global Distribution Inc,Technology,Computer Hardware,6.3,,0.9,5.0,,4.1,3,False,0.0,,0.0,1,True
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,7.4,7.1,7.7,4.8,15.8,8.6,5,False,10.0,18.1,14.0,2,False
ADM.L,Admiral Group plc,Financial Services,Insurance - Property & Casualty,10.8,19.5,,5.4,,11.9,3,False,1.6,10.5,6.0,2,False
ADMA,"ADMA Biologics, Inc.",Healthcare,Biotechnology,7.6,19.1,5.8,10.9,8.9,10.5,5,False,19.9,1.3,10.6,2,False
ADNT,Adient plc,Consumer Cyclical,Auto Parts,7.9,6.3,11.2,2.9,17.3,9.1,5,False,0.0,4.1,2.0,2,False
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,2.0,19.3,10.8,16.1,13.9,12.4,5,False,13.4,7.1,10.2,2,False
ADP.PA,Aeroports de Paris SA,Industrials,Airports & Air Services,4.3,10.9,1.7,12.6,13.2,8.5,5,False,9.8,6.8,8.3,2,False
ADPT,Adaptive Biotechnologies Corporation,Healthcare,Diagnostics & Research,7.0,4.0,8.4,3.2,,5.6,4,False,,15.8,15.8,1,True
ADSK,"Autodesk, Inc.",Technology,Software - Application,3.3,18.9,13.0,17.1,11.1,12.7,5,False,9.2,3.6,6.4,2,False
ADT,ADT Inc.,Industrials,Security & Protection Services,1.1,13.8,10.2,15.8,18.9,12.0,5,False,19.6,3.6,11.6,2,False
ADUS,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,11.1,12.1,12.6,12.4,,12.0,4,False,10.4,6.2,8.3,2,False
ADYEN.AS,Adyen N.V.,Technology,Software - Infrastructure,13.3,15.1,10.5,19.4,,14.6,4,False,10.9,2.7,6.8,2,False
AEBI,Aebi Schmidt Holding AG,Industrials,Farm & Heavy Construction Machinery,7.7,3.8,2.0,4.0,3.9,4.3,5,False,0.0,7.6,3.8,2,False
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,5.2,14.0,10.2,14.6,6.2,10.0,5,False,10.2,9.0,9.6,2,False
AEG,Aegon Ltd.,Financial Services,Insurance - Diversified,5.2,8.3,,3.1,,5.5,3,False,13.0,9.7,11.4,2,False
AEHR,"Aehr Test Systems, Inc.",Technology,Semiconductor Equipment & Materials,17.5,3.0,8.2,2.5,0.3,6.3,5,False,,18.0,18.0,1,True
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,12.2,13.2,10.6,13.7,2.8,10.5,5,False,0.0,17.7,8.8,2,False
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,16.1,16.8,14.8,18.7,5.0,14.3,5,False,6.8,9.2,8.0,2,False
AEM.TO,Agnico Eagle Mines Limited,Basic Materials,Gold,16.1,16.8,,18.7,,17.2,3,False,6.6,9.1,7.8,2,False
AENA.MC,"Aena S.M.E., S.A.",Industrials,Airports & Air Services,8.4,17.2,11.2,19.6,12.7,13.8,5,False,10.0,11.8,10.9,2,False
AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,4.8,13.9,8.2,5.8,16.7,9.9,5,False,17.0,10.1,13.6,2,False
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,5.2,12.0,6.8,12.2,7.5,8.7,5,False,7.3,13.2,10.2,2,False
AEP.L,AEP Plantations Plc,Consumer Defensive,Farm Products,18.4,12.8,,17.7,,16.3,3,False,19.8,18.9,19.4,2,False
AER,AerCap Holdings N.V.,Industrials,Rental & Leasing Services,5.0,14.8,1.2,19.8,19.6,12.1,5,False,20.0,12.2,16.1,2,False
AES,The AES Corporation,Utilities,Utilities - Diversified,6.4,9.9,0.5,10.8,16.9,8.9,5,False,20.0,15.0,17.5,2,False
AESI,Atlas Energy Solutions Inc.,Energy,Oil & Gas Equipment & Services,9.3,2.0,2.4,1.2,14.4,5.9,5,False,,3.7,3.7,1,True
AEVA,"Aeva Technologies, Inc.",Technology,Software - Infrastructure,9.6,,7.6,0.4,,5.9,3,False,,8.4,8.4,1,True
AF.PA,Air France-KLM SA,Industrials,Airlines,0.8,19.5,0.4,5.0,5.3,6.2,5,False,20.0,7.4,13.7,2,False
AFG,"American Financial Group, Inc.",Financial Services,Insurance - Property & Casualty,9.6,16.1,,5.0,15.9,11.6,4,False,10.0,5.2,7.6,2,False
AFGB,"American Financial Group, Inc. ",,,,,,,,,0,True,,,,0,True
AFGD,"American Financial Group, Inc.",,,,,,,,,0,True,,,,0,True
AFGE,"American Financial Group, Inc.",,,,,,,,,0,True,,,,0,True
AFL,Aflac Incorporated,Financial Services,Insurance - Life,8.6,14.3,,8.8,16.4,12.0,4,False,15.1,6.2,10.6,2,False
AFRM,"Affirm Holdings, Inc.",Financial Services,Credit Services,11.0,19.4,,10.2,1.0,10.4,4,False,12.4,4.8,8.6,2,False
