timestamp,cash_eur,total_equity_eur,n_open,n_closed
2026-09-04T07:28:28Z,0.2030128265142528,500.0,22,0
2026-09-04T08:05:44Z,0.2030128265142528,500.2375443566841,22,0
2026-09-04T09:07:03Z,0.2030128265142528,500.21013541075496,22,0
2026-09-04T09:57:29Z,0.2030128265142528,500.22738619677614,22,0
2026-09-04T10:56:06Z,0.2030128265142528,500.25974478623124,22,0
2026-09-04T11:57:48Z,0.2030128265142528,500.33846838628625,22,0
2026-09-04T12:58:06Z,0.2030128265142528,501.70655011667776,22,0
2026-09-04T13:59:43Z,0.2030128265142528,497.1693028798563,22,0
2026-09-04T14:37:30Z,0.2030128265142528,498.95596006212276,22,0
2026-09-04T14:59:35Z,0.2030128265142528,498.9480492874543,22,0
2026-09-04T15:59:40Z,0.2030128265142528,499.8236604875853,22,0
2026-09-04T16:58:15Z,0.2030128265142528,499.9796868086723,22,0
2026-09-04T17:51:33Z,0.2030128265142528,499.8237153992835,22,0
2026-09-04T18:58:59Z,0.2030128265142528,499.6363244649743,22,0
2026-09-04T19:58:40Z,0.2030128265142528,499.7190170155658,22,0
2026-09-04T20:55:57Z,0.2030128265142528,499.4621785960455,22,0
