timestamp,cash_eur,total_equity_eur,n_open,n_closed
2026-09-04T07:30:21Z,3.281487229063103,500.00000000000006,16,0
2026-09-04T08:04:55Z,3.281487229063103,500.25891040666477,16,0
2026-09-04T09:06:06Z,3.281487229063103,500.26809768847903,16,0
2026-09-04T09:56:38Z,3.281487229063103,500.2824118144844,16,0
2026-09-04T10:55:25Z,3.281487229063103,500.23812148380455,16,0
2026-09-04T11:56:48Z,3.281487229063103,500.33297208145535,16,0
2026-09-04T12:57:12Z,3.281487229063103,501.6443724796764,16,0
2026-09-04T13:58:45Z,3.281487229063103,503.0217186821873,16,0
2026-09-04T14:36:44Z,3.281487229063103,502.2156166800457,16,0
2026-09-04T14:58:44Z,3.281487229063103,502.9954982991066,16,0
2026-09-04T15:58:45Z,3.281487229063103,503.64463052986946,16,0
2026-09-04T16:57:33Z,3.281487229063103,504.4925075955738,16,0
2026-09-04T17:50:48Z,3.281487229063103,503.55549958080735,16,0
2026-09-04T18:58:03Z,3.281487229063103,504.25367963909,16,0
2026-09-04T19:57:42Z,3.281487229063103,504.57657902666364,16,0
2026-09-04T20:55:11Z,3.281487229063103,504.2087991497953,16,0
2026-09-04T21:03:51Z,3.281487229063103,504.07269383645234,16,0
2026-09-04T21:56:04Z,3.281487229063103,504.2797578177296,16,0
2026-09-04T22:55:42Z,3.281487229063103,504.2797578177296,16,0
2026-09-04T23:18:55Z,3.281487229063103,504.2797578177296,16,0
2026-09-04T23:56:12Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T00:57:56Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T01:24:03Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T01:55:17Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T02:57:15Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T03:55:04Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T04:56:12Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T05:58:42Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T06:21:08Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T06:55:51Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T07:55:38Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T08:56:17Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T09:55:01Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T10:55:51Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T11:59:02Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T12:55:31Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T13:54:39Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T14:03:00Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T14:55:39Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T15:55:01Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T16:55:38Z,3.281487229063103,504.2797578177296,16,0
2026-09-05T17:55:19Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T12:35:01Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T12:56:39Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T13:52:05Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T14:56:20Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T15:56:56Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T16:55:47Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T17:23:04Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T17:55:14Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T18:55:35Z,3.281487229063103,504.2797578177296,16,0
2026-09-06T19:33:15Z,3.281487229063103,504.4076942594083,16,0
2026-09-06T19:56:08Z,3.281487229063103,504.1102427966701,16,0
2026-09-06T20:55:25Z,3.281487229063103,504.12174590557964,16,0
2026-09-06T21:43:58Z,3.281487229063103,504.41839109805363,16,0
2026-09-06T21:55:17Z,3.281487229063103,504.42140402969795,16,0
2026-09-06T22:55:13Z,3.281487229063103,504.1976293530275,16,0
2026-09-06T23:55:17Z,3.281487229063103,504.1637428751861,16,0
2026-09-07T00:21:08Z,3.281487229063103,503.8351435854941,16,0
2026-09-07T00:56:08Z,3.281487229063103,503.7399462205241,16,0
2026-09-07T01:57:05Z,3.281487229063103,503.6077397211016,16,0
