timestamp,cash_eur,total_equity_eur,n_open,n_closed
2026-09-11T07:40:23Z,0.5359405974898497,299.99999999999994,11,0
2026-09-11T07:52:07Z,0.5359405974898497,300.1077597767058,11,0
2026-09-11T08:00:54Z,0.5359405974898497,300.06268167559693,11,0
2026-09-11T08:52:03Z,0.5359405974898497,300.15267113003415,11,0
2026-09-11T09:52:24Z,0.5359405974898497,300.3124051214582,11,0
2026-09-11T10:02:01Z,0.5359405974898497,300.3993801206239,11,0
2026-09-11T10:52:12Z,0.5359405974898497,300.4896955362741,11,0
2026-09-11T11:52:12Z,0.5359405974898497,300.4137806396465,11,0
2026-09-11T12:52:07Z,0.5359405974898497,300.5594757758115,11,0
2026-09-11T13:53:53Z,0.5359405974898497,301.4297854200441,11,0
2026-09-11T14:37:22Z,0.5359405974898497,300.0051957174001,11,0
