ticker,name,sector,status,entry_date,entry_price,entry_valuation_gap,entry_quality_multiplier,entry_mom_12_2,entry_sector_momentum,last_check_date,last_price,last_valuation_gap,last_mom_12_2,last_sector_momentum,unrealized_return_pct,peak_unrealized_return_pct,peak_date,exit_date,exit_price,exit_reason,return_pct,holding_days
CROX,"Crocs, Inc.",Consumer Cyclical,open,2026-08-07,134.17999267578125,0.9402435110487244,1.225,0.4680045755370454,0.005405633712494,2026-08-23,122.11000061035156,0.9242469177731791,0.46800457553704544,0.0049802122029607,-0.08995373918818417,0.0,2026-08-18,,,,,
APA,APA Corporation,Energy,open,2026-08-07,36.52999877929688,0.9368689052501056,1.277777777777778,0.66329085344353,0.3610042754255618,2026-08-23,43.38999938964844,1.0695245031836258,0.66329085344353,0.3904633802257711,0.18779087981353593,0.2283055141330725,2026-08-20,,,,,
DAL,"Delta Air Lines, Inc.",Industrials,closed,2026-08-07,91.9800033569336,0.79430797013076,0.99,0.4308287323649311,0.1660142263463686,2026-08-18,87.58999633789062,-0.2926432608983018,0.4308287323649311,0.1211541989688258,-0.047727841474492,0.0,2026-08-18,2026-08-18,87.58999633789062,valorisation_atteinte,-0.047727841474492,11.0
DINO,HF Sinclair Corporation,Energy,open,2026-08-07,82.91999816894531,0.6916728122749849,1.0925925925925926,0.8449667909529324,0.3610042754255618,2026-08-23,97.31999969482422,0.6081503047766246,0.8449667341356946,0.3904633802257711,0.17366138258396524,0.17366138258396524,2026-08-23,,,,,
CENX,Century Aluminum Company,Basic Materials,open,2026-08-07,45.95000076293945,0.6126019991150704,1.1551724137931034,1.0049261357244692,0.1923937749172761,2026-08-23,43.91999816894531,0.45248485401772554,1.0049261357244692,0.1946002911748154,-0.04417851056123201,0.0254624189231562,2026-08-18,,,,,
EME,"EMCOR Group, Inc.",Industrials,closed,2026-08-07,808.4299926757812,0.4278277822529963,1.3033333333333337,0.2887290913454343,0.1660142263463686,2026-08-18,862.5399780273438,-0.1044015224260003,0.2887290913454343,0.1211541989688258,0.0669321844090253,0.0669321844090253,2026-08-18,2026-08-18,862.5399780273438,valorisation_atteinte,0.0669321844090253,11.0
BRC,Brady Corporation,Industrials,open,2026-08-07,98.23999786376952,0.422198582500108,1.1333333333333333,0.2220000532071604,0.1660142263463686,2026-08-23,91.29000091552734,0.1544552733384228,0.22200005320716043,0.1205141396910739,-0.07074508448055761,0.0,2026-08-18,,,,,
ALV,"Autoliv, Inc.",Consumer Cyclical,closed,2026-08-07,120.56999969482422,0.3790378606424607,1.0375,0.0149112218020983,0.005405633712494,2026-08-07,123.27999877929688,0.3664711463988936,0.0149112856051241,,0.0224765620911666,0.0224765620911666,2026-08-07,2026-08-07,123.27999877929688,momentum_perdu,0.0224765620911666,0.0
BVS,Bioventus Inc.,Healthcare,open,2026-08-07,13.979999542236328,0.3538561946674339,1.0568181818181817,0.779729717103472,0.0810871460795968,2026-08-23,14.380000114440918,0.5920561369379185,0.779729717103472,0.0581510151203463,0.02861234515753086,0.0636624014638833,2026-08-19,,,,,
AMG,"Affiliated Managers Group, Inc.",Financial Services,open,2026-08-07,372.1799926757813,0.3515063051466369,1.3037383177570094,0.6313882557917667,0.2118003217724988,2026-08-23,356.2099914550781,0.5120095822122255,0.63138831850718,0.1986647624942203,-0.0429093490649165,0.0,2026-08-18,,,,,
CARG,"CarGurus, Inc.",Consumer Cyclical,open,2026-08-07,36.380001068115234,0.3429379613044028,1.3333333333333333,0.0473989386321023,0.005405633712494,2026-08-23,36.849998474121094,0.0657477043745438,0.047398938632102317,0.0049802122029607,0.012919114684077915,0.0206157223194072,2026-08-21,,,,,
DCI,"Donaldson Company, Inc.",Industrials,closed,2026-08-07,98.33999633789062,0.3355167519911366,1.2499999999999998,0.1943119415965799,0.1660142263463686,2026-08-17,95.9499969482422,0.274352126123127,0.1943119415965799,,-0.0243034317536126,0.0,2026-08-17,2026-08-17,95.9499969482422,momentum_perdu,-0.0243034317536126,10.0
AZZ,AZZ Inc.,Industrials,open,2026-08-07,150.85000610351562,0.2834016171283049,1.0533333333333332,0.2906276180405664,0.1660142263463686,2026-08-23,141.27999877929688,0.0705470018055403,0.29062761804056647,0.1205141396910739,-0.06344054979786784,0.0158435485114158,2026-08-18,,,,,
