Date,Close,High,Low,Open,Volume
2012-01-03,50.25733184814453,50.51347385413004,50.12484193141939,50.26616293689222,39514100
2012-01-04,50.469337463378906,50.53999968690561,49.95704982025135,50.177864214731905,29403400
2012-01-05,50.88444137573242,50.9286035562581,50.16900192152621,50.36331955906927,41260600
2012-01-06,51.061100006103516,51.17592101630263,50.69896468844429,50.893278981512935,46325200
2012-01-09,50.893280029296875,51.211253167321374,50.72546237061012,51.19358761861347,39195500
2012-01-10,51.26423645019531,51.582209505332536,50.91093230685218,51.43205406513639,35949900
2012-01-11,51.3702392578125,51.48506363866483,51.061100581701076,51.255414876960174,37144100
2012-01-12,51.573402404785156,51.64406461867849,51.10527703050114,51.485078006778295,26188300
2012-01-13,51.387901306152344,51.40556685349243,50.946272730726044,51.29957693881054,35980400
2012-01-17,51.85603332519531,52.07684764189537,51.66171901766344,51.83836777553621,41790800
2012-01-18,52.544979095458984,52.544979095458984,51.829539458107696,51.95319494297747,48692700
2012-01-19,52.87177276611328,52.96893159029204,52.686289575967606,52.783445030787774,47774500
2012-01-20,52.79228591918945,52.818782558335144,52.6068027064516,52.6421304355262,41041700
2012-01-23,52.80995559692383,53.18092205140052,52.50081351550066,52.801121136945284,40958300
2012-01-24,52.7127799987793,52.854100989284404,52.47430019554726,52.57145900827418,38440200
2012-01-25,53.3752326965332,53.5077226238572,52.84527972595485,53.22507722094209,61591800
2012-01-26,53.18974304199219,53.70203040216432,52.93359767722692,53.60487158315967,37852700
2012-01-27,53.34872055053711,53.44587598372532,53.04841305601197,53.074909686030765,45532300
2012-01-30,53.39289093017578,53.47238420180813,52.69511703133159,52.89826575453464,42797800
2012-01-31,53.46354293823242,53.75501935356521,53.119073261463065,53.65786054845428,51449600
2012-02-01,53.89635467529297,54.09067233722449,53.57838154462641,53.77269920655793,46146700
2012-02-02,54.06416702270508,54.24081911899583,53.85218720264297,54.07300148066679,46373600
2012-02-03,54.80609893798828,54.867926661555344,54.4792947749398,54.56761913164753,36453800
2012-02-06,54.761940002441406,54.779605548700694,54.46163245475046,54.60295345546629,28541300
2012-02-07,54.87677001953125,54.98275993864312,54.47046915244467,54.717783456184065,37935700
2012-02-08,55.16823959350586,55.16823959350586,54.68244884532852,54.8855975811351,41171100
2012-02-09,55.565711975097656,55.62753971139366,55.04459007677498,55.380228766209655,46856400
2012-02-10,55.177066802978516,55.32721887823045,54.9827491814919,55.16823234598833,58090500
2012-02-13,55.689353942871094,55.760016121135855,55.33605315962161,55.5921951324361,36810200
2012-02-14,55.83067321777344,55.83950767446464,55.37137918121289,55.565696796123355,51648200
2012-02-15,55.44206619262695,56.40481687239498,55.353738432938435,56.09567476752443,105709100
