sector,entry_date,entry_price,peak,ticker,unrealized_return_pct
Healthcare,2026-03-31,2063.626220703125,0.061046566310323236,GSK.L,-0.10618503414269642
Industrials,2026-03-31,2205.5,0.06778508274767625,8020.T,0.037179777828156846
Consumer Cyclical,2026-03-31,4391.0,0.21521293554998855,7988.T,0.11569118651787758
Utilities,2026-03-31,26.378734588623047,0.06411471712257955,ENGI.PA,-0.10116995927853933
Industrials,2026-03-31,181.3699493408203,0.29293745106219693,COST.L,0.24055832191468784
Energy,2026-03-31,38.459747314453125,0.24545804043486652,TEN,0.24545804043486652
Consumer Cyclical,2026-03-31,13.850000381469728,0.21588445406243895,SBH,0.15234654141239345
Consumer Defensive,2026-03-31,191.22293090820312,0.12485578901859617,COKE,0.007253678706631295
Financial Services,2026-03-31,962.058837890625,0.14047073625720796,SBIN.NS,0.03496789696373104
Financial Services,2026-03-31,51.595848083496094,0.23866555587938731,NTB,0.16753583701118968
Financial Services,2026-03-31,350.51727294921875,0.20978342729033828,INVE-B.ST,0.14644851228696432
Industrials,2026-03-31,136.4339141845703,0.13479198235878243,AER,0.037132159153450583
Consumer Cyclical,2026-03-31,85.66526794433594,0.26865884988294764,LNR.TO,0.16686729036352554
Consumer Cyclical,2026-03-31,1656.0,0.24637681159420288,4732.T,0.1621376811594204
Healthcare,2026-03-31,2510.5,0.027484564827723545,4528.T,-0.06891057558255331
Real Estate,2026-03-31,3521.054443359375,0.0816838495049208,8804.T,-0.0519885296589524
Industrials,2026-03-31,188.12046813964844,0.0844115051242782,2057.HK,-0.13193920541100035
Industrials,2026-03-31,1448.0,0.12810773480662974,1860.T,0.026588397790055174
Consumer Defensive,2026-03-31,75.56214904785156,0.21740843825808365,KO,0.1684421635442841
Financial Services,2026-03-31,222.0188446044922,0.3688747261468841,RY.TO,0.28457569768499136
Consumer Cyclical,2026-03-31,79.69474792480469,0.2723548811717684,0300.HK,0.2547878323720174
Industrials,2026-03-31,1974.5,0.1853633831349708,8001.T,0.1853633831349708
Industrials,2026-03-31,5271.0,0.14399544678429144,6305.T,0.07209258205274138
Consumer Cyclical,2026-03-31,48.40920639038086,0.2208421265477416,ITX.MC,0.11920860400515898
Consumer Defensive,2026-03-31,89.71168518066406,0.24521124376950154,CCEP,0.14555864641384364
Utilities,2026-03-31,1808.0,0.22234513274336276,9508.T,0.20271017699115035
Industrials,2026-03-31,2005.0,0.14289276807980045,8088.T,0.05960099750623438
Consumer Cyclical,2026-03-31,2885.5,0.035002599202911044,1808.T,-0.0466123722058569
Healthcare,2026-03-31,158.71490478515625,0.07803363732678048,IPN.PA,-0.010804938499491379
Consumer Defensive,2026-03-31,2491.45703125,0.2574971033829665,2503.T,0.13226917607511912
Utilities,2026-03-31,9.13527774810791,0.09947392393365795,ENEL.MI,-0.034183721885079676
Consumer Cyclical,2026-03-31,2800.5,0.11194429566148911,7240.T,0.06909480449919658
Financial Services,2026-03-31,4607.0,0.4484480138919036,8591.T,0.3353592359453006
Consumer Cyclical,2026-03-31,171.39073181152344,0.07648761429464401,HM-B.ST,-0.029702474025047332
Consumer Cyclical,2026-03-31,95.28645324707033,0.1418202624212268,KBX.DE,0.05051657463385295
Financial Services,2026-03-31,2.4278359413146973,0.5033965159074631,UNI.MC,0.5033965159074631
Energy,2026-03-31,24.926105499267575,0.11088354877063544,TEN.MI,-0.02150781676001834
Industrials,2026-03-31,2668.5,0.12122915495596787,1951.T,-0.037661607644744244
Consumer Cyclical,2026-03-31,106.87916564941406,0.10872871508657456,9942.TW,0.06194691276224651
Consumer Defensive,2026-03-31,68.35517120361328,0.26515670773950495,BUD,0.14446357136471222
Consumer Defensive,2026-03-31,1343.5,0.04168217342761449,1332.T,-0.103461109043543
Financial Services,2026-03-31,105.4333724975586,0.29560501450030663,EWBC,0.22513389365341951
Basic Materials,2026-03-31,1155.0,0.10173160173160167,8012.T,-0.01861471861471864
Consumer Defensive,2026-03-31,1191.0,0.10957178841309823,2264.T,-0.0470193115029387
Financial Services,2026-03-31,94.50375366210938,0.3837546044998239,BNS.TO,0.371691598053282
Financial Services,2026-03-31,15.018214225769045,0.35635306122358257,BIRG.IR,0.34703096107955544
Industrials,2026-03-31,93.0298080444336,0.0786865047189087,TTC,-0.003330188788334354
Financial Services,2026-03-31,1996.0,0.4333667334669338,8331.T,0.3880260521042085
Healthcare,2026-03-31,15.586606979370115,0.35115997303432733,FLRY3.SA,0.35115997303432733
Consumer Cyclical,2026-03-31,2221.0,0.11233678523187751,7202.T,-0.011706438541197683
Financial Services,2026-03-31,18.600759506225582,1.0859362879281558,2883.TW,1.0859362879281558
Industrials,2026-03-31,249.34901428222656,0.22508886512774318,WAB,0.13583766126357966
Financial Services,2026-03-31,23.059999465942383,0.1053772923440297,BRAP4.SA,-0.022549807565391822
Healthcare,2026-03-31,86.16000366210938,0.12372325417394103,GMED,-0.13892758486461365
Financial Services,2026-03-31,134.54649353027344,0.1774368399522821,BFC,0.14763305687610928
Financial Services,2026-03-31,5006.0,0.4410707151418298,8316.T,0.4043148222133439
Healthcare,2026-03-31,59.36094284057617,0.14705045236154346,BMY,0.07208538719751134
Industrials,2026-03-31,3009.0,0.07843137254901955,9031.T,0.046527085410435376
Consumer Cyclical,2026-03-31,102.00979614257812,0.10656036500304977,QSR.TO,0.046468124010330625
Utilities,2026-03-31,4.322990894317627,0.10941709595521454,EDP.LS,0.07865138299061036
Industrials,2026-03-31,286.7300109863281,0.13814384206001784,CLH,0.12586752329741824
Financial Services,2026-03-31,92.30557250976562,0.2684412740699891,LLOY.L,0.19711082435797112
Consumer Cyclical,2026-03-31,53.026981353759766,0.1314308159190487,SON,-0.09781777255182378
Financial Services,2026-03-31,1225.5,0.4765401876784985,8309.T,0.46756425948592417
Healthcare,2026-03-31,26.82999992370605,0.2825195656079236,GMAB,0.2102124976904589
Basic Materials,2026-03-31,80.22874450683594,0.08814252004280809,VALE3.SA,-0.02528704108564095
Consumer Cyclical,2026-03-31,58.70670700073242,0.1357739971465166,BALL,0.020326374721232332
Industrials,2026-03-31,47.39990615844727,0.11814567359759875,EN.PA,-0.07847918181180946
Financial Services,2026-03-31,185.6064300537109,0.3893915464468931,BMO.TO,0.30636638585493503
Industrials,2026-03-31,132.8800048828125,0.1483292499308715,KEX,0.04921728661810687
Industrials,2026-03-31,106.05697631835938,0.37331837048866645,ACA,0.36718964686247846
Technology,2026-03-31,2082.0,0.1366474543707974,6770.T,0.06892411143131594
Consumer Cyclical,2026-03-31,36.47093963623047,0.13745254239309124,1423.TW,-0.04581566627666478
Financial Services,2026-03-31,56.13885116577149,0.1817127525819211,FBNC,0.14537440144415115
Consumer Cyclical,2026-03-31,749.7005004882812,0.14164306986847697,INCH.L,0.07776371961036199
Consumer Defensive,2026-03-31,35.940311431884766,0.12186005319514215,WOW.AX,0.078176522578004
Consumer Defensive,2026-03-31,3859.0,0.17750712619849707,2269.T,0.11997926924073599
Consumer Cyclical,2026-03-31,74.18544006347656,0.21470799908758398,GM,0.15413486357055395
Healthcare,2026-03-31,21.270463943481445,0.10067119811252812,SIA.TO,-0.06866161835584395
Financial Services,2026-03-31,28.61890411376953,0.24111409420663654,CCNE,0.20479803856803946
Industrials,2026-03-31,12.570231437683104,0.08333328907718585,2515.TW,-0.04536363872932847
Consumer Cyclical,2026-03-31,3452.416015625,0.065340904269372,1928.T,-0.025030591688225634
Basic Materials,2026-03-31,136.2574462890625,0.1170305880287148,DD,-0.0680142530018698
Financial Services,2026-03-31,203.96890258789065,0.23774162123617115,MTB,0.17581650334031385
Consumer Cyclical,2026-03-31,1100.5,0.24806905951840075,3402.T,0.11994547932757826
Industrials,2026-03-31,3.859135627746582,0.10327455390294604,AZJ.AX,-0.030871062772003244
Healthcare,2026-03-31,25.3700008392334,0.13165148343527533,NVST,0.007094930700545676
Consumer Defensive,2026-03-31,3077.0,0.03834904127396821,2229.T,-0.014949626259343485
Real Estate,2026-03-31,970.777099609375,0.14406610864413505,EQIX,0.06895802457710087
Communication Services,2026-03-31,47.19064331054688,0.08267376642827617,TELIA.ST,-0.005523192461181159
Consumer Cyclical,2026-03-31,1703.3905029296875,0.07968704706655894,3048.T,0.02706924630083818
Consumer Cyclical,2026-03-31,2392.0,0.036998327759197425,3291.T,-0.054974916387959816
Communication Services,2026-03-31,2723.5,0.14117863043877366,9433.T,0.12722599596107953
Consumer Defensive,2026-03-31,14.807756423950195,0.12474842304318057,CA.PA,0.1142808895284606
Financial Services,2026-03-31,2471.1318359375,0.4341606337872599,8304.T,0.4341606337872599
Consumer Cyclical,2026-03-31,1774.0,0.06538895152198432,7313.T,0.019729425028184977
Healthcare,2026-03-31,73.69999694824219,0.23283588022616142,HSIC,0.19891457624353448
Consumer Cyclical,2026-03-31,19.488370895385746,0.14170651407645996,2908.TW,0.12887835099694933
Energy,2026-04-30,13.285688400268556,0.09967953609253088,HWX.TO,0.016883718920334356
Basic Materials,2026-04-30,1.4842932224273682,0.3199999775121245,ALK.AX,0.2665960922176369
Healthcare,2026-04-30,2232.0,0.08445340501792109,4503.T,0.027105734767025158
Energy,2026-04-30,250.41786193847656,0.5590741427368866,VLO,0.5590741427368866
Communication Services,2026-04-30,184.13121032714844,0.015308575966483717,TEL2-B.ST,-0.053392400223315706
Energy,2026-04-30,180.19338989257807,0.04938228428556379,IMO.TO,0.0009246216960170361
Energy,2026-04-30,15.791147232055664,0.18484102576738626,WCP.TO,0.1740756161079653
Energy,2026-04-30,246.6705780029297,0.6193256839762309,MPC,0.6050961402907113
Utilities,2026-04-30,16.468748092651367,0.06747639983336362,ENG.MC,-0.004781705479973253
Financial Services,2026-04-30,51.34760665893555,0.14281948761510277,BBAJIOO.MX,0.12176598330503685
Industrials,2026-04-30,4834.890625,0.06613335924093433,CKN.L,0.03166759847850753
Energy,2026-04-30,22.217897415161133,0.3178565072798163,REP.MC,0.3178565072798163
Energy,2026-04-30,176.9197235107422,0.47400184447757665,PSX,0.46659737010581903
Utilities,2026-04-30,5682.0,0.07567757831749389,9532.T,0.07567757831749389
Financial Services,2026-04-30,932.0775146484376,0.22414711444934277,SHRIRAMFIN.NS,0.10355625945327773
Industrials,2026-04-30,73.42395782470703,0.12769735526155146,FLS,0.01411039789272972
Financial Services,2026-04-30,65.62000274658203,0.31286190063998776,UCG.MI,0.29000301711032916
Industrials,2026-04-30,3532.579345703125,0.07720282291407865,8060.T,0.05701801278487184
Utilities,2026-04-30,6670.0,0.021289355322338777,9531.T,-0.042578710644677664
Industrials,2026-04-30,548.0,0.07445253246892114,ALFA.ST,-0.017518203623973494
Utilities,2026-04-30,145.95933532714844,0.05241129377160281,IDA,-0.07138523903018645
Financial Services,2026-04-30,77.72056579589844,0.551565673471752,VCTR,0.41918682554905806
Utilities,2026-04-30,116.5740966796875,0.000767493913453432,ETR,-0.09645448833739112
Industrials,2026-04-30,101.52896881103516,0.2536323403046603,MSM,0.18695189705435356
Industrials,2026-04-30,2562.5,0.3521951219512196,9107.T,0.3381463414634147
Real Estate,2026-04-30,6.6258864402771,0.023510072440045438,ORC,-0.04465614061424672
Utilities,2026-04-30,92.72213745117188,0.0,SWX,-0.07131130733803792
Financial Services,2026-04-30,32.74039077758789,0.21174090149052205,CPF,0.1554535829471786
Financial Services,2026-04-30,50.59976577758789,0.2280689136543801,MBWM,0.22016378395595737
Financial Services,2026-04-30,31.916866302490234,0.24542301939268407,BY,0.21158505357175938
Utilities,2026-04-30,3855.0,0.13929961089494158,9513.T,0.08923476005188058
Utilities,2026-04-30,81.47145080566406,0.07277115988517613,EVRG,0.0018233619194079065
Financial Services,2026-04-30,46.437835693359375,0.19988368081226282,MBIN,0.14454088422297806
Financial Services,2026-04-30,20.483259201049805,0.26493540862306597,OSBC,0.24882469496822202
Utilities,2026-04-30,872.7999877929688,0.26947756129302514,9505.T,0.26947756129302514
Financial Services,2026-04-30,1278.0,0.27543035993740217,7180.T,0.27543035993740217
Consumer Defensive,2026-04-30,6492.0,0.027418361059765806,2282.T,-0.030499075785582308
Utilities,2026-04-30,22.21513938903809,0.011983895433132608,MDU,-0.13572449730324154
Consumer Defensive,2026-04-30,21.76756858825684,0.10402528811673184,COL.AX,0.07683136217165853
Real Estate,2026-04-30,2973.5,0.08491676475533882,9044.T,0.07280982007734993
Real Estate,2026-04-30,76.3484115600586,0.07207364662367532,REG,-0.022638438418812856
Consumer Defensive,2026-04-30,1325.5,0.0399849113542059,1333.T,-0.025273481705016976
Financial Services,2026-04-30,41.63265228271485,0.2566302141793606,FMBH,0.2254804260680332
Financial Services,2026-04-30,43.43907928466797,0.21947514484125907,STBA,0.1508071188817992
Financial Services,2026-04-30,46.35419845581055,0.1856028177649216,OBK,0.17421942603675689
Utilities,2026-04-30,51.38058853149414,0.03307500649820083,POR,-0.061123995321740954
Consumer Defensive,2026-04-30,203.4878387451172,0.1311240985622213,FEMSAUBD.MX,-0.02647741837953388
Financial Services,2026-04-30,33.64019012451172,0.242687763350401,PEBO,0.1834059565639523
Consumer Defensive,2026-04-30,1169.0,0.054747647562018775,BARN.SW,-0.05132591958939259
Communication Services,2026-04-30,24.23079490661621,0.06692913168893222,6136.TW,0.02142748908505765
Healthcare,2026-04-30,280.1199951171875,0.39347423654849356,BIO,0.3184350055757881
Financial Services,2026-04-30,8.701499938964844,0.3583864595453141,CLBK,0.32505887649788745
Real Estate,2026-04-30,21.727558135986328,0.09124085348564348,UE,-0.05327604850564871
Consumer Defensive,2026-04-30,39.69593811035156,0.05804276203885972,2945.TW,0.0026214552839058936
Industrials,2026-05-31,2066.888427734375,0.14665115358833458,3665.TW,-0.05413375305266077
Energy,2026-05-31,23.38227653503418,0.25065749401238113,PXT.TO,0.23726191766782523
Real Estate,2026-05-31,11.01688289642334,0.10376047033774727,JHSF3.SA,0.10376047033774727
Technology,2026-05-31,2348.73388671875,0.06866087051970937,2330.TW,0.013311901130242498
Energy,2026-05-31,74.0877685546875,0.1408090470517871,STNG,0.1408090470517871
Energy,2026-05-31,25.368906021118164,0.39777407251831165,TRMD,0.38279521402509786
Industrials,2026-05-31,63.95200347900391,0.08770808834836474,MLI,-0.054290776643259986
Industrials,2026-05-31,32.59233856201172,0.11371944803570644,KMT,-0.09672021607029868
Technology,2026-05-31,338.3299865722656,0.10347888497949342,KEYS,0.0009163482058238692
Industrials,2026-05-31,258.1252136230469,0.1337520647008772,HWM,-0.11047046746211109
Industrials,2026-05-31,2766.5,0.11006687149828309,7013.T,-0.015723838785469013
Energy,2026-05-31,10.90999984741211,0.10082496763101712,ATH.TO,-0.003666357691335387
Industrials,2026-05-31,519.1240844726562,0.12262171163514068,VMI,-0.0687390223235338
Industrials,2026-05-31,119.1662368774414,0.11475408366682438,2476.TW,0.002800819521571851
Industrials,2026-05-31,29.189966201782227,0.29496550204133576,2605.TW,0.23843930739706454
Consumer Cyclical,2026-05-31,7095.06298828125,0.11612821663170969,5101.T,-0.059486855716201714
Consumer Cyclical,2026-05-31,108.93878173828124,0.07476897257085047,EBAY,-0.010912383260694214
Industrials,2026-05-31,2681.5,0.013238858847659962,1803.T,-0.11318292000745855
Technology,2026-05-31,411.46588134765625,0.07937712871268032,ADI,-0.0794376497543483
Utilities,2026-05-31,54.560001373291016,0.10447208219889315,RWE.DE,0.05645157512523791
Technology,2026-05-31,65.75769805908203,0.09977221236866063,CGNX,-0.02338428630815692
Healthcare,2026-05-31,183.82115173339844,0.2879366589072727,NHC,0.22113260146611946
Industrials,2026-05-31,69110.0,0.13355520185211978,6273.T,-0.02503255679351757
Communication Services,2026-05-31,352.5697937011719,0.052183730175183074,AAF.L,-0.029979294568072246
Financial Services,2026-05-31,138.35279846191406,0.21790091615953044,2850.TW,0.12755218350674613
Financial Services,2026-05-31,28.59493064880371,0.5667112393900766,2890.TW,0.5667112393900766
Consumer Cyclical,2026-05-31,43.01436233520508,0.13501745350749395,SHOO,-0.0019612526014421983
Healthcare,2026-05-31,322.5992736816406,0.13298845049911856,WST,0.07325105551231847
