sector,entry_date,entry_price,entry_price_eur,entry_value_eur,entry_valuation_gap,currency,peak,reinforcement_count,ticker,exit_date,exit_price,exit_reason,return_pct,exit_value_eur
Industrials,2026-08-21 02:19:35,136.3699951171875,116.67680136166435,33.333333333333336,0.4672013788023976,USD,0.0,0,CPA,2026-09-03 04:01:28,128.36500549316406,momentum_perdu,-0.05870051998714576,31.53727454044829
