sector,entry_date,entry_price,entry_price_eur,entry_value_eur,entry_valuation_gap,currency,peak,reinforcement_count,ticker,exit_date,exit_price,exit_reason,return_pct,exit_value_eur
Consumer Cyclical,2026-08-21 02:19:35,70.58499908447266,60.3918179377737,33.333333333333336,0.5412037074808713,USD,0.031238958130690664,0,GRBK,2026-09-02 16:04:24,71.11499786376953,momentum_perdu,0.007508660284355928,33.88076244913852
Real Estate,2026-08-21 02:19:35,3231.0,17.398656417341336,33.333333333333336,0.5334470943191407,JPY,0.035902197462086116,0,1878.T,2026-09-03 00:44:33,3319.0,momentum_perdu,0.027236149798823828,35.13012558110544
