sector,entry_date,entry_price,entry_price_eur,entry_value_eur,entry_valuation_gap,currency,peak,reinforcement_count,ticker,exit_date,exit_price,exit_reason,return_pct,exit_value_eur
Industrials,2026-08-21 02:19:35,204.8000030517578,204.8000030517578,16.666666666666668,0.6001163771970808,EUR,0.0,0,AIR.PA,2026-09-02 11:02:59,194.0800018310547,momentum_perdu,-0.05234375518048173,15.794270746991973
Consumer Cyclical,2026-08-21 02:19:35,70.58499908447266,60.3918179377737,16.666666666666668,0.5412037074808713,USD,0.031238958130690664,0,GRBK,2026-09-02 16:04:24,71.11499786376953,momentum_perdu,0.007508660284355928,16.94038122456926
Financial Services,2026-08-21 07:34:26,297.8599853515625,254.8460188371184,16.666666666666668,0.4682540610144621,USD,0.0,0,PRI,2026-09-02 18:04:45,294.0899963378906,momentum_perdu,-0.012656916669159801,16.60131459946499
Basic Materials,2026-08-22 03:27:39,80.0,2.149888771566527,16.666666666666668,0.7320916274184419,TWD,0.02624998092651376,0,2006.TW,2026-09-02 19:56:50,80.69999694824219,momentum_perdu,0.008749961853027344,17.02117792017783
Real Estate,2026-08-21 02:19:35,3231.0,17.398656417341336,16.666666666666668,0.5334470943191407,JPY,0.035902197462086116,0,1878.T,2026-09-03 00:44:33,3319.0,momentum_perdu,0.027236149798823828,17.56506279055272
Industrials,2026-08-21 02:19:35,136.3699951171875,116.67680136166435,16.666666666666668,0.4672013788023976,USD,0.0,0,CPA,2026-09-03 04:01:28,128.36500549316406,momentum_perdu,-0.05870051998714576,15.768637270224145
Consumer Cyclical,2026-08-21 02:19:35,121.41000366210938,103.87718257546149,16.666666666666668,0.4015083182465853,USD,0.01243715065719253,0,ALV,2026-09-03 04:01:28,118.83000183105467,momentum_perdu,-0.02125032331137211,16.396002502669365
Financial Services,2026-09-02 11:02:59,39.5018196105957,6.699509157979575,16.666666666666668,0.6727951457602446,BRL,0.05590070269281089,0,ITUB4.SA,2026-09-03 17:02:24,41.709999084472656,momentum_perdu,0.05590070269281089,17.504957201668866
