sector,entry_date,entry_price,entry_price_eur,entry_value_eur,entry_valuation_gap,currency,peak,reinforcement_count,ticker,exit_date,exit_price,exit_reason,return_pct,exit_value_eur
Technology,2026-08-21 02:19:35,498.7449951171875,426.72122027580883,33.333333333333336,0.4393455389831691,USD,0.0,0,WDC,2026-09-02 19:04:39,448.1700134277344,stop_loss,-0.10140448963817628,30.2182028051636
Industrials,2026-08-21 02:19:35,136.3699951171875,116.67680136166435,33.333333333333336,0.4672013788023976,USD,0.0,0,CPA,2026-09-03 04:01:28,128.36500549316406,momentum_perdu,-0.05870051998714576,31.53727454044829
Technology,2026-08-21 02:19:35,824.5999755859375,824.5999755859375,33.333333333333336,0.6232236230170842,EUR,0.023526588635025547,0,ASM.AS,2026-09-14 10:51:10,751.4000244140625,stop_loss,-0.08877025629289059,30.37432479023698
Technology,2026-09-14 10:51:10,1016.5900268554688,880.2754806365773,33.333333333333336,0.6186120182277015,USD,0.0,0,MU,2026-09-14 19:34:55,927.2000122070312,stop_loss,-0.08793123312938644,30.402292229020453
Healthcare,2026-08-21 02:19:35,13.890000343322754,11.884145112556801,33.333333333333336,0.4452661773738038,USD,0.0341972221781659,0,BVS,2026-09-17 19:52:02,12.660099983215332,stop_loss,-0.0885457400797447,30.942508914235
